"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677969529451756E9,"2023-03-04 17:38:49.452 UTC-05:00"
"PAUSE",1.000401708332356E1,1.677969539455626E9,"2023-03-04 17:38:59.456 UTC-05:00"
