"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677969466949000E9,"2023-03-04 17:37:46.949 UTC-05:00"
"PAUSE",3.001075620833217E1,1.677969496961000E9,"2023-03-04 17:38:16.961 UTC-05:00"
