"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677969101500101E9,"2023-03-04 17:31:41.500 UTC-05:00"
"PAUSE",1.000314779172186E1,1.677969111503123E9,"2023-03-04 17:31:51.503 UTC-05:00"
