"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.678827212092000E9,"2023-03-14 16:53:32.092 UTC-04:00"
"PAUSE",3.061206029167079E1,1.678827242703000E9,"2023-03-14 16:54:02.703 UTC-04:00"
