"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.678830190096000E9,"2023-03-14 17:43:10.096 UTC-04:00"
"PAUSE",3.059500179166207E1,1.678830220692000E9,"2023-03-14 17:43:40.692 UTC-04:00"
