"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677969618456000E9,"2023-03-04 17:40:18.456 UTC-05:00"
"PAUSE",3.000573529166650E1,1.677969648462000E9,"2023-03-04 17:40:48.462 UTC-05:00"
