Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Action,Placement
0.21,0.1728668823410907,-0.8800211341044457,0.2541728013520366,-0.5478722416532843,1.0,0.0
0.22,0.20898104777474255,-0.9082579772284008,0.18168775107965754,-0.5413165937154001,1.0,0.0
0.23,0.24136386032226062,-0.936719219105659,0.11086565067857466,-0.5286113999242782,1.0,0.0
0.24,0.270726053866718,-0.9649186624373968,0.050119070085933054,-0.5132375352911857,1.0,0.0
0.25,0.29761400508072716,-0.992482309301443,0.0038205892574350287,-0.49728352482288224,1.0,0.0
0.26,0.32281840540920687,-1.0202703549187921,-0.030436178091265545,-0.48132951435457855,1.0,0.0
0.271,0.34734760854876723,-1.04846979825053,-0.057825940677319755,-0.4657816059709229,1.0,0.0
0.281,0.371521444746791,-1.0772676382577426,-0.0814985211981237,-0.4502336975872675,1.0,0.0
0.291,0.39557667722807693,-1.1066638749404294,-0.10409507533161841,-0.434453730869527,1.0,0.0
0.301,0.41915971588579615,-1.1358357128698133,-0.12786547643308685,-0.4183836912341812,1.0,0.0
0.311,0.41240330190983254,-1.1374439039351512,-0.1444949751460483,-0.41844170581770224,1.0,0.0
0.321,0.40476291266679676,-1.138304099156146,-0.16227875671085062,-0.4194859683210821,1.0,0.0
0.331,0.3963185057185345,-1.1387154968705344,-0.17804743431396464,-0.4208203037420675,1.0,0.0
0.341,0.38761023881618134,-1.1388276962471862,-0.18666542747050527,-0.4220966245795316,1.0,0.0
0.351,0.379894334098069,-1.1389024958316205,-0.18269391189552742,-0.4229088287488273,1.0,0.0
0.361,0.37488366022240366,-1.1392764937537918,-0.16176030763332885,-0.42285081416530623,1.0,0.0
0.371,0.3741462738187153,-1.1392390939615746,-0.12693618091677425,-0.42360500375108057,1.0,0.0
0.381,0.3778376479239262,-1.1382292995717114,-0.08751448690898918,-0.4259255870919245,1.0,0.0
0.391,0.3842520212186609,-1.1360227118308992,-0.053570745418414875,-0.4294064621031907,1.0,0.0
0.402,0.3910217614549322,-1.1335543255445668,-0.03122852479464782,-0.432887337114457,1.0,0.0
0.412,0.39776040708381905,-1.1308615405049314,-0.020888889418412403,-0.4361941683751598,1.0,0.0
0.422,0.40546742762839294,-1.129328149024028,-0.020693248257083418,-0.43863078088304647,1.0,0.0
