Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Action,Placement
0.653,-0.5537755614639839,1.2589261771171576,-0.9021666432254964,-0.8086986922686773,1.0,0.0
0.663,-0.555724767200915,1.260993154342986,-1.0046973481555215,-0.8036216314118152,1.0,0.0
0.673,-0.5543827545209248,1.2692214090069558,-1.075600638056728,-0.8126041236970327,1.0,0.0
0.683,-0.5515595001797348,1.2735040668561544,-1.1290364993962672,-0.8207274210680121,1.0,0.0
0.693,-0.5534932360298649,1.273558591435253,-1.160684585938176,-0.8233440601250103,1.0,0.0
0.703,-0.5674934835848069,1.2710578959665948,-1.1885807928541174,-0.8130727754684354,1.0,0.0
0.713,-0.594411086618618,1.2805303023899959,-1.210544275513019,-0.7894449153268849,1.0,0.0
0.723,-0.630185199846025,1.3008332729343453,-1.2349780039862626,-0.7556238791573264,1.0,0.0
0.733,-0.6666167832624761,1.3223308274389456,-1.2552360868151786,-0.72094364807353,1.0,0.0
0.743,-0.6891641432749931,1.330256718527914,-1.2436600394843695,-0.6985655259890532,1.0,0.0
0.753,-0.6883132995009359,1.3323435228734146,-1.2430398940916476,-0.6987998518747546,1.0,0.0
0.763,-0.6746727268141182,1.3360858917115455,-1.2723417638977585,-0.6975891681319644,1.0,0.0
0.773,-0.6738605577570634,1.3532363502280125,-1.2858609334590965,-0.6873959921039565,1.0,0.0
0.783,-0.6688715192637278,1.358887079334594,-1.2307713510722988,-0.6823970398756616,1.0,0.0
0.793,-0.6344510211314118,1.3485571499853692,-1.151806171065707,-0.6820455510471095,1.0,0.0
0.803,-0.5835164188389849,1.33030777336107,-1.0701536943573204,-0.6754453719331889,1.0,0.0
0.813,-0.5355210950387557,1.3014097464388148,-0.9766150976217636,-0.6724381897333552,1.0,0.0
0.823,-0.4945258950159975,1.265720931028826,-0.8726373867753874,-0.6751329374189204,1.0,0.0
0.834,-0.4526798512191819,1.2274050222622683,-0.770623469672631,-0.6738831993618466,1.0,0.0
0.844,-0.40727573345812706,1.181406104622727,-0.6857669084351808,-0.6584957995341261,1.0,0.0
0.854,-0.36628053343536876,1.1318383054421868,-0.6285068171738567,-0.6343211789926058,1.0,0.0
0.864,-0.3385163408463707,1.0843027860280485,-0.5860268577724048,-0.6132318492794864,1.0,0.0
0.874,-0.319851922420915,1.0423188601221312,-0.5589575113800928,-0.5963213311947072,1.0,0.0
0.884,-0.2989366354659077,1.0074231294990308,-0.5622339462049736,-0.5854251775095953,1.0,0.0
0.894,-0.2790036863227666,0.9723291276792082,-0.5874221849060292,-0.5751538928530205,1.0,0.0
0.904,-0.26101994291655656,0.9345584647036365,-0.6228634941000871,-0.5602351447967027,1.0,0.0
0.914,-0.2465478638141829,0.8963912593346206,-0.6562789950112534,-0.5459022114546381,1.0,0.0
0.924,-0.23867755890415332,0.8621399101008673,-0.6753484658374526,-0.5371540450551219,1.0,0.0
0.934,-0.23656591935581128,0.8358194087360004,-0.6734880296592868,-0.5352403836552279,1.0,0.0
0.944,-0.24512076675678687,0.8559439352032997,-0.4804160973918611,-0.6050304432799398,1.0,0.0
0.954,-0.28905524527174287,0.8535646808426338,-0.33760694920454726,-0.6566211924485156,1.0,0.0
0.964,-0.31608887245656175,0.8041455850596353,-0.3585988707481844,-0.6571288985342018,1.0,0.0
0.974,-0.33331459140952074,0.7836393865386456,-0.28180419961611947,-0.6509973711916837,1.0,0.0
0.984,-0.3529497452317419,0.7569223427803345,-0.24118467639283342,-0.6316264313070405,1.0,0.0
0.994,-0.3741048154321652,0.7354495721753245,-0.21597576617868713,-0.608779657451161,1.0,0.0
1.0,-0.3921659082723804,0.7260862149101204,-0.22939157817457145,-0.5888619571665482,1.0,0.0
1.01,-0.39514386148158076,0.7321334864101463,-0.2541043720745401,-0.5837458419954025,1.0,0.0
1.02,-0.3807568667566128,0.7302499100412858,-0.28867747771878743,-0.5954230819661854,1.0,0.0
1.03,-0.35186685315566896,0.7178579602461508,-0.3218139132032289,-0.6235421882503447,1.0,0.0
1.04,-0.31632478823027765,0.7009057729264059,-0.35933270946290535,-0.6593940487626478,1.0,0.0
1.05,-0.2901033301025134,0.6941149844386719,-0.42103717603873675,-0.6852089505040774,1.0,0.0
1.06,-0.2828866279098279,0.6922661055292377,-0.4571089663820621,-0.688489512903896,1.0,0.0
1.07,-0.28665076076625706,0.6875918620665128,-0.4527679486330086,-0.6920434555036995,1.0,0.0
1.08,-0.27442568272173457,0.6685330432815952,-0.4546283848111744,-0.7054781396172424,1.0,0.0
1.09,-0.2577955544106157,0.6591647292364731,-0.5083743188470745,-0.7187956607879346,1.0,0.0
1.1,-0.2629779664889643,0.6637447938807549,-0.561437059375326,-0.731996019015776,1.0,0.0
1.11,-0.29001159367378326,0.669750924107461,-0.5914314248699764,-0.7598807994142339,1.0,0.0
1.12,-0.31899829406723346,0.6788069610177456,-0.6167540284061216,-0.7891715351269,1.0,0.0
1.13,-0.3394881591352121,0.6880761394645067,-0.643213565162257,-0.8120964176113465,1.0,0.0
1.14,-0.3601791327316043,0.6981879704973369,-0.6595440605039344,-0.8332638559530331,1.0,0.0
1.15,-0.38740613350143616,0.7181637935670946,-0.6583037697184906,-0.859313083580164,1.0,0.0
1.16,-0.4158707252153513,0.7447271771479461,-0.6441437832513399,-0.8869244837786372,1.0,0.0
1.17,-0.43892085654890217,0.7768421542370181,-0.6395960503713791,-0.9109428870630233,1.0,0.0
1.19,-0.458075283638781,0.8157528765937423,-0.6385624747168426,-0.9264474498335944,1.0,0.0
1.2,-0.47974086010363864,0.8528791581799668,-0.6147798989059569,-0.9333991177760672,1.0,0.0
1.21,-0.49911689332194226,0.8917403127375104,-0.5701294306299782,-0.9397649710042866,1.0,0.0
1.22,-0.51245967068784,0.9347651624262194,-0.514626417981366,-0.9503096358608464,1.0,0.0
1.23,-0.5192664208802981,0.9753611899550818,-0.4608804839454659,-0.9605418662031376,1.0,0.0
1.24,-0.5195758186163189,1.0122396325454037,-0.41716023375857025,-0.963666211345822,1.0,0.0
1.25,-0.515669672199056,1.0470857953693236,-0.37974479506434744,-0.9583548246032585,1.0,0.0
1.26,-0.5066507281940492,1.086492195717853,-0.34212264123921743,-0.9528481662892775,1.0,0.0
1.27,-0.4971483502265098,1.1325902489557556,-0.30943064328622666,-0.9518718084321885,1.0,0.0
1.28,-0.48507023610659716,1.1809188531567822,-0.29339988488436486,-0.9568707606604835,1.0,0.0
1.29,-0.4697937228905694,1.2246872198331993,-0.2914360911407455,-0.9671420453170584,1.0,0.0
1.3,-0.4521580519373828,1.2656302219563256,-0.2959838240207062,-0.9790926654878261,1.0,0.0
1.31,-0.43061623456693343,1.3090020462392982,-0.2979992965470525,-0.9905746338871911,1.0,0.0
1.32,-0.4068312836103331,1.3471196838091337,-0.28128637821319663,-0.9995961804866922,1.0,0.0
1.33,-0.3876099492600399,1.3732468707571965,-0.2648525253060656,-1.0031501230864959,1.0,0.0
1.34,-0.3724107854780172,1.3957010837859811,-0.2469716664825835,-1.0027205256293767,1.0,0.0
1.35,-0.36200728660431725,1.4130498134991702,-0.23291503758088652,-1.0003772667723634,1.0,0.0
1.36,-0.3590680081121195,1.4195927629910017,-0.2216490629464382,-1.0009240271723332,1.0,0.0
1.37,-0.3665322284936217,1.4121675066737565,-0.21937519650645781,-0.9963937267154408,1.0,0.0
1.38,-0.3800529095577314,1.3858321349691356,-0.21710133006647744,-0.9792879370592438,1.0,0.0
1.39,-0.39317802561633847,1.3401454944644315,-0.20340645264386828,-0.9508563962608162,1.0,0.0
1.4,-0.4071434659259781,1.2791523175727768,-0.17954119078061956,-0.9133642545486037,1.0,0.0
1.41,-0.42203323197197995,1.2018265508511343,-0.14574326687727468,-0.8669677291797407,1.0,0.0
1.42,-0.4340030568842853,1.1136454361089532,-0.0983651924489742,-0.814322513525509,1.0,0.0
1.43,-0.4340417316012879,1.0270504909405493,-0.036019908967330046,-0.7527338599003435,1.0,0.0
1.44,-0.4250111851811803,0.9504831115463687,0.029715502661193913,-0.6910670976466107,1.0,0.0
1.45,-0.4142673487978574,0.8957602612510522,0.07612304954988457,-0.6461546362205228,1.0,0.0
1.46,-0.4062230076613162,0.8663169885378114,0.08831924227341575,-0.6259245014216416,1.0,0.0
1.47,-0.4013499933189883,0.8585844118656472,0.06950816536085075,-0.6252605780788211,1.0,0.0
1.48,-0.39690240086368905,0.8656577368087102,0.03591695658841314,-0.628697357735774,1.0,0.0
1.49,-0.38909010802916344,0.8767658806050693,-0.0013537815141744579,-0.6244794917931501,1.0,0.0
1.5,-0.3771678530187713,0.8853411098633027,-0.041559874475645964,-0.6168639005078569,1.0,0.0
1.51,-0.363043846369421,0.8908927033715233,-0.0860036276207172,-0.6096779066796829,1.0,0.0
1.52,-0.3500878161735493,0.8896535083920096,-0.12972387780761288,-0.6054209864227754,1.0,0.0
1.53,-0.3423915474900314,0.877112855199333,-0.1770616427853864,-0.6051476062227904,1.0,0.0
1.54,-0.34378383730212514,0.8578656787775293,-0.2287404255122134,-0.606514507222715,1.0,0.0
1.55,-0.35273742103539757,0.833627024978245,-0.2809359960663087,-0.6097560153082499,1.0,0.0
1.56,-0.3666216444393317,0.805175108248615,-0.331374488007692,-0.6146378045936943,1.0,0.0
1.57,-0.38220755539138035,0.7763266491255405,-0.37912568324728013,-0.6204959517362274,1.0,0.0
1.58,-0.39453318770010964,0.7482266637700923,-0.42336272126144403,-0.6279162714501029,1.0,0.0
1.59,-0.40096479313764244,0.7218962488453893,-0.46377552935382277,-0.6370159266781712,1.0,0.0
1.6,-0.40347864974281156,0.6994717764961128,-0.49653987760263113,-0.6462717991633736,1.0,0.0
1.61,-0.403439975025809,0.6781625796283987,-0.5195369359160692,-0.6571679528484852,1.0,0.0
1.62,-0.40052776883551305,0.653397515801817,-0.5340276665926714,-0.6734145475904441,1.0,0.0
1.63,-0.39498181441733987,0.6257188567394035,-0.5380792831584547,-0.6944413904007098,1.0,0.0
1.64,-0.3867595695825866,0.595125611085174,-0.5272008993944576,-0.7164367802052077,1.0,0.0
1.65,-0.3773384085207528,0.5619548398735564,-0.5112631628015042,-0.7375651642326109,1.0,0.0
1.66,-0.36759237983609705,0.5315747357558034,-0.49118078783385916,-0.7543585193745393,1.0,0.0
1.67,-0.3549844220932487,0.5127934966462967,-0.4698684578373157,-0.7622474908598172,1.0,0.0
1.68,-0.3363045337809919,0.511727788963915,-0.4394916693504868,-0.771229983145035,1.0,0.0
1.69,-0.31526548773157637,0.5334731824644181,-0.4090011875416588,-0.7896245651725892,1.0,0.0
1.7,-0.2959281292302753,0.5761356915411173,-0.38600412922822075,-0.8175483998853307,1.0,0.0
1.71,-0.2774416145030315,0.633470764853248,-0.3678028619518323,-0.8525410654833957,1.0,0.0
1.72,-0.2619717277019906,0.70557704232118,-0.3601544021082619,-0.8951102680524703,1.0,0.0
1.73,-0.252554434111857,0.7884097915317809,-0.3718338070045248,-0.944240595421182,1.0,0.0
1.74,-0.2502339510917009,0.874955168901004,-0.4056317309078697,-0.9968467567611301,1.0,0.0
1.75,-0.2537533503389377,0.9581795037251312,-0.4489385508329507,-1.0474220937583334,1.0,0.0
1.76,-0.2614496190224555,1.025244736016402,-0.48097939612358354,-1.0842503121277252,1.0,0.0
1.77,-0.27127299714111647,1.0690131026928191,-0.4923487283234854,-1.1020981337553097,1.0,0.0
1.78,-0.28171130326011873,1.0924091039060342,-0.48676741978898813,-1.1055349134122625,1.0,0.0
1.79,-0.29401759821034673,1.101103295882301,-0.4738477241072814,-1.1066284342122021,1.0,0.0
1.8,-0.31169194388053595,1.098823177119996,-0.48908262925515,-1.1105338656405574,1.0,0.0
1.81,-0.33799075144230534,1.0846963543535422,-0.5872723164361213,-1.0871012770704247,1.0,0.0
1.82,-0.35949389409575216,1.0638729219177971,-0.647116346833787,-1.0789779796994454,1.0,0.0
1.83,-0.37263169546153607,1.0463507049074763,-0.6504237889283039,-1.0897569704417065,1.0,0.0
1.84,-0.3787036260309446,1.0411411292136015,-0.6101970244537418,-1.1024496225838618,1.0,0.0
1.85,-0.3783168788609186,1.0479467880410895,-0.5434280371706813,-1.1046366641837406,1.0,0.0
1.86,-0.373462815129922,1.0628171277952518,-0.4696307354367723,-1.1023715139552948,1.0,0.0
1.87,-0.36905776486332564,1.0797197473158158,-0.40937327477729196,-1.1040508494694876,1.0,0.0
1.88,-0.3698699339203803,1.0935491632871868,-0.380691550363903,-1.106979923040754,1.0,0.0
1.89,-0.378649094679971,1.1033586307450156,-0.3863762164638539,-1.0987004084126404,1.0,0.0
1.9,-0.3896713890257126,1.1088457861143013,-0.39547168222377543,-1.0878433090418123,1.0,0.0
1.91,-0.39435102978302744,1.110545961626194,-0.3719061573003423,-1.083937877613457,1.0,0.0
1.92,-0.3943123550660248,1.110729362483162,-0.33691962139428044,-1.0793294685279973,1.0,0.0
1.93,-0.39434716231132716,1.1113985277720992,-0.3261187558043736,-1.079962148419391,1.0,0.0
1.94,-0.39443224668873283,1.1130045244655487,-0.3327853187761343,-1.0772127246938288,1.0,0.0
1.95,-0.39503170480227323,1.1177531196270443,-0.3246252389835683,-1.0753693610596449,1.0,0.0
1.96,-0.3974411396715353,1.1243406801381384,-0.3159638749985521,-1.0739243514311534,1.0,0.0
1.97,-0.4027511783159926,1.1305366550357057,-0.3193746746585227,-1.076872952159562,1.0,0.0
1.98,-0.4095966032254532,1.1359048476869584,-0.32894351806822203,-1.0815672807364451,1.0,0.0
1.99,-0.4137618702466334,1.139914882640664,-0.33573411011852705,-1.0868083697132982,1.0,0.0
2.0,-0.4149994611907167,1.1418864418530699,-0.3416668343755668,-1.089268791513162,1.0,0.0
2.01,-0.41395524383164645,1.1412921239408953,-0.37091702539895094,-1.0889954113131772,1.0,0.0
2.02,-0.41318174949159436,1.1394878560507236,-0.4009837411894188,-1.0916120503701752,1.0,0.0
2.03,-0.41306572534058655,1.139433331471625,-0.4383268295878241,-1.0972358716270072,1.0,0.0
2.04,-0.4113253630754695,1.142898120634345,-0.49930779320548,-1.0986808812554987,1.0,0.0
2.05,-0.4097783743953654,1.1513742142942172,-0.5553275936813605,-1.0993448045983192,1.0,0.0
2.06,-0.41155741137748514,1.1638652996877132,-0.6146548362517579,-1.0968453284841715,1.0,0.0
2.07,-0.4186890291927649,1.175761571491043,-0.6590985893968292,-1.095322210227113,1.0,0.0
2.08,-0.4274565875372548,1.1849316143394428,-0.6802662188017375,-1.0935257117700694,1.0,0.0
2.09,-0.43488600067345473,1.1909788858394688,-0.6949223215830657,-1.091729213313026,1.0,0.0
2.1,-0.4426518838475772,1.1937051147943984,-0.6978163334157681,-1.0887610854274758,1.0,0.0
2.11,-0.44748622347290246,1.1951425809706342,-0.6666023486487644,-1.0870426955989994,1.0,0.0
2.12,-0.44609393366080885,1.200347199884591,-0.5559477390740825,-1.116020996797397,1.0,0.0
2.13,-0.45367417819331884,1.2085804113284786,-0.48680152778558783,-1.1284793230538508,1.0,0.0
2.14,-0.4742220553368013,1.2124219157649705,-0.4762590561093151,-1.116372485625949,1.0,0.0
2.15,-0.5003661640305604,1.2083687568259778,-0.49162832609227347,-1.098837098512633,1.0,0.0
2.16,-0.5223720780050409,1.197652198643145,-0.5281962327497763,-1.0951269386556952,1.0,0.0
2.17,-0.5386928085801391,1.1816417995078303,-0.5782212944293449,-1.0979779035983948,1.0,0.0
2.18,-0.5453409924328864,1.1616164086388923,-0.621838187050787,-1.0978216863412604,1.0,0.0
2.19,-0.5384955675234259,1.1394596024051908,-0.644835245364225,-1.0950878843414118,1.0,0.0
2.2,-0.5190344499277164,1.1162123045895174,-0.6472124693696589,-1.0980950665412454,1.0,0.0
2.21,-0.49606166802817075,1.092791519476712,-0.6556877897368586,-1.0977826320269768,1.0,0.0
2.22,-0.47726575556490614,1.0697970174368594,-0.7013718336673737,-1.0868474240275816,1.0,0.0
2.23,-0.46380695404800054,1.0456674127957724,-0.7644199485941027,-1.0727097622569348,1.0,0.0
2.24,-0.45461784128818233,1.0174692831979468,-0.7977734349659968,-1.05063626382387,1.0,0.0
2.25,-0.450526056229307,0.9829700949682907,-0.8067655431604647,-1.0279457072251248,1.0,0.0
2.26,-0.4516325398827514,0.9398659368008929,-0.8363464783933005,-0.9997875466266816,1.0,0.0
2.27,-0.4554187946773062,0.8894703553740376,-0.8640463059348799,-0.9685831495141215,1.0,0.0
2.28,-0.46147912283161396,0.8338503279135535,-0.8875394805624954,-0.9289234933591719,1.0,0.0
2.29,-0.4731975620834024,0.773803895986247,-0.9082750753438074,-0.8822848312417509,1.0,0.0
2.3,-0.4953697773409942,0.7066593552162871,-0.9307243385603411,-0.8268980027248138,1.0,0.0
2.31,-0.5281272626421982,0.6303013997736445,-0.9435510124331397,-0.7648016430139617,1.0,0.0
2.32,-0.5668793290788056,0.5461005793056607,-0.9221043176015064,-0.699541883846142,1.0,0.0
2.33,-0.6050126000433712,0.45587231445732335,-0.8984457708691649,-0.6295174983357287,1.0,0.0
2.34,-0.6383502060996143,0.36201072992905226,-0.8641000518689157,-0.5602351447967028,1.0,0.0
2.35,-0.6673562438515659,0.2682780216786506,-0.809940687571201,-0.5026300312284596,1.0,0.0
2.36,-0.6894395072600517,0.17226519466594425,-0.7559880384043935,-0.4513126622598689,1.0,0.0
2.37,-0.7049867434950977,0.06911460457123991,-0.6890123359904257,-0.40245571509114175,1.0,0.0
2.38,-0.7197063407862881,-0.04008325702349016,-0.6107706589420095,-0.34528019898001794,1.0,0.0
2.39,-0.7353038541534376,-0.14675316086001294,-0.5309992899248793,-0.28470695752622494,1.0,0.0
2.4,-0.7527074768046085,-0.2449965388358436,-0.4485406242059542,-0.2260473774723257,1.0,0.0
2.41,-0.7659342300194985,-0.320190890192723,-0.3872495878919373,-0.1832047947032661,1.0,0.0
2.42,-0.7728570043629641,-0.36842035879538876,-0.3527281610304169,-0.16262317107583305,1.0,0.0
2.43,-0.7713486903998628,-0.38357323500488016,-0.35712085756219714,-0.1673096887898594,1.0,0.0
2.44,-0.7612159145451809,-0.3730152937794249,-0.423786487279804,-0.1517270173907211,1.0,0.0
2.45,-0.7774979704032764,-0.3471409026071829,-0.8271910652454159,-0.00913971594146314,1.0,0.0
2.46,-0.8302502843948257,-0.33554848141283017,-1.5023743615714107,0.23787882190201953,1.0,0.0
2.47,-0.8406924579855283,-0.3216595840824428,-1.7147948300917606,0.3088014566409552,1.0,0.0
2.48,-0.842084747797622,-0.3076318969143498,-1.810917365963659,0.33797502941077023,1.0,0.0
2.49,-0.8473058345929733,-0.2845333024962178,-1.749729687215096,0.3486368572101806,1.0,0.0
2.5,-0.8488141485560747,-0.239030062848482,-1.5879750972801274,0.39280728666488096,1.0,0.0
2.51,-0.8453798336862438,-0.17369970352852984,-1.4197089807215786,0.43893043183375896,1.0,0.0
2.52,-0.846632894517128,-0.10336299649134334,-1.2956799021771936,0.4681821132321412,1.0,0.0
2.53,-0.8518307764822777,-0.03129141648283786,-1.2108233409397435,0.4869672384025311,1.0,0.0
2.54,-0.8552728262955093,0.043952502673222316,-1.1389898329494539,0.5032528874587736,1.0,0.0
2.55,-0.856084995352564,0.12345925255880875,-1.0795592328136028,0.5203586771149705,1.0,0.0
2.56,-0.8542286089364391,0.20826975695671324,-1.0292240984376735,0.53617567439981,1.0,0.0
2.57,-0.8480209301103514,0.29942493964972666,-0.9741345160508759,0.546798447884937,1.0,0.0
2.58,-0.8379809735764759,0.3946446818755445,-0.9168744247895515,0.5524222691417685,1.0,0.0
2.59,-0.8254116905506301,0.4900626952980845,-0.8364622388666086,0.551250639713262,1.0,0.0
2.6,-0.8083135981637798,0.5863233613066937,-0.7385826243819982,0.5442208631422222,1.0,0.0
2.61,-0.7850778281886165,0.6907131463809114,-0.645147385211895,0.5282085942859647,1.0,0.0
2.62,-0.7526181382083326,0.8066026608650145,-0.5825643793297073,0.4992302930875673,1.0,0.0
2.63,-0.7150263132818031,0.9319596249926008,-0.5575001697071963,0.45955110977547575,1.0,0.0
2.64,-0.6776665366572895,1.064652623398907,-0.5531591519581428,0.4153806803207754,1.0,0.0
2.65,-0.643594110977997,1.1996753083666987,-0.567422495990747,0.37351445540880485,1.0,0.0
2.66,-0.6143946996410324,1.3305342982033248,-0.5885591181260192,0.338092192353621,1.0,0.0
2.67,-0.5914605924584894,1.4570808895112441,-0.6211580942701017,0.30747360995531425,1.0,0.0
2.68,-0.5723166075422014,1.5850649469953992,-0.6669971745487974,0.2762692128427537,1.0,0.0
2.69,-0.5499239463976947,1.718650165786955,-0.7383655734945455,0.23854274524484,1.0,0.0
2.7,-0.5249400792140138,1.8523345201768722,-0.8326483447013687,0.19913694213273353,1.0,0.0
2.71,-0.49867994636924695,1.9817064760380823,-0.9367294131131985,0.16437860242036992,1.0,0.0
2.72,-0.47513477865806275,2.092242668210687,-1.027994143408775,0.1468041609927702,1.0,0.0
2.73,-0.45656704702511347,2.1778958251946605,-1.0867012405864505,0.15184216753534888,1.0,0.0
2.74,-0.4457609443474164,2.232256830555959,-1.098287623673805,0.18199209816225295,1.0,0.0
2.75,-0.4425277380059988,2.261997510064283,-1.0498129254760413,0.1894905265046955,1.0,0.0
2.76,-0.40957687911978186,2.2803871635602637,-0.6635657033757361,0.06607889336866284,1.0,0.0
2.77,-0.3375374837590349,2.319149182519446,-0.004661223608691368,-0.16277938833296754,1.0,0.0
2.78,-0.3107316506573613,2.358307743872073,0.20060690138226558,-0.2123002588445145,1.0,0.0
2.79,-0.29459269125217546,2.3988046358025743,0.30112213378594427,-0.21839273187274907,1.0,0.0
2.8,-0.27699569501599147,2.433105552835508,0.25380814104822486,-0.20550480815917593,1.0,0.0
2.81,-0.2677911123693722,2.448669841778198,0.11959834230665511,-0.22717995258654883,1.0,0.0
2.82,-0.26817785953939816,2.44797589258967,-0.00670460267771018,-0.25451797258503717,1.0,0.0
2.83,-0.2655711836134228,2.4466375620117957,-0.08081197710798005,-0.2676792764985947,1.0,0.0
2.84,-0.26184294089437193,2.4467366976101568,-0.11285282239861283,-0.2711941647841149,1.0,0.0
2.85,-0.2625004110834162,2.4467366976101568,-0.1278396693893927,-0.2727563373554571,1.0,0.0
2.86,-0.2667391600669014,2.446241019618351,-0.13848549863111906,-0.2747090530696346,1.0,0.0
2.87,-0.2728304279948113,2.4457453416265458,-0.1555394969309719,-0.2766617687838125,1.0,0.0
2.88,-0.2809095763766548,2.4467366976101568,-0.18841857207743387,-0.27822394135515477,1.0,0.0
2.89,-0.29132467766545556,2.4522387233191965,-0.25032975378417266,-0.27705231192664814,1.0,0.0
2.9,-0.30180552597316074,2.46636554608565,-0.3567880462014363,-0.27041307849844387,1.0,0.0
2.91,-0.3113233738275011,2.486589208151311,-0.48836222702393794,-0.2614305862132265,1.0,0.0
2.92,-0.31916660643562883,2.506118921028444,-0.6037092700702159,-0.254010266499351,1.0,0.0
2.93,-0.32884688810138013,2.5230711083481885,-0.6917699158367291,-0.24494966558556594,1.0,0.0
2.94,-0.341300146976218,2.538982371885142,-0.755748248852541,-0.23338958855763398,1.0,0.0
2.95,-0.35595786472020424,2.5525143810614295,-0.8111479039356997,-0.22202478310111937,1.0,0.0
2.96,-0.3731294390693596,2.562229669700815,-0.864790480406146,-0.21218309590166395,1.0,0.0
2.97,-0.39296956889169443,2.5671864496188697,-0.9321279342992017,-0.2021461371307903,1.0,0.0
2.98,-0.4138925907901022,2.566244661434439,-1.088983375631667,-0.1699653821611413,1.0,0.0
2.99,-0.4250270418151514,2.549887287704861,-1.258438104192933,-0.1379798987629099,1.0,0.0
3.0,-0.42638065691024246,2.50083003685588,-1.5218448597515704,-0.07408704059501478,1.0,0.0
3.01,-0.4001591987824782,2.399364751933314,-1.8129824501214231,0.01218393965735765,1.0,0.0
3.02,-0.37173328178556564,2.2620619482032183,-1.7730864298563125,0.049676081369569976,1.0,0.0
3.03,-0.36704590608485027,2.0781654132434135,-1.600582653114164,0.12934688250802143,1.0,0.0
3.04,-0.3686137791121358,1.7911678559880855,-1.542392343763757,0.27423838850000914,1.0,0.0
3.05,-0.3914863934946447,1.4402278377898605,-1.5532448881363905,0.46950995991778216,1.0,0.0
