"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.678827666039000E9,"2023-03-14 17:01:06.039 UTC-04:00"
"PAUSE",3.060001516666671E1,1.678827696640000E9,"2023-03-14 17:01:36.640 UTC-04:00"
