"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677969018352040E9,"2023-03-04 17:30:18.352 UTC-05:00"
"PAUSE",1.001942224998493E1,1.677969028371336E9,"2023-03-04 17:30:28.371 UTC-05:00"
