"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677969186899568E9,"2023-03-04 17:33:06.900 UTC-05:00"
"PAUSE",1.000489433330949E1,1.677969196904214E9,"2023-03-04 17:33:16.904 UTC-05:00"
