"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677968753177484E9,"2023-03-04 17:25:53.177 UTC-05:00"
"PAUSE",1.000848075002432E1,1.677968763185839E9,"2023-03-04 17:26:03.186 UTC-05:00"
