"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.678827050241000E9,"2023-03-14 16:50:50.241 UTC-04:00"
"PAUSE",3.060619004166802E1,1.678827080848000E9,"2023-03-14 16:51:20.848 UTC-04:00"
