"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677969058616641E9,"2023-03-04 17:30:58.617 UTC-05:00"
"PAUSE",1.000441733328626E1,1.677969068620936E9,"2023-03-04 17:31:08.621 UTC-05:00"
