"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677969109252000E9,"2023-03-04 17:31:49.252 UTC-05:00"
"PAUSE",1.993713579166615E1,1.677969129190000E9,"2023-03-04 17:32:09.190 UTC-05:00"
"START",1.993713579166615E1,1.677969140715000E9,"2023-03-04 17:32:20.715 UTC-05:00"
"PAUSE",2.091336241666613E1,1.677969141691000E9,"2023-03-04 17:32:21.691 UTC-05:00"
