"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.747095092E1,-1.092634106E-1,1.278201342E-3,-2.403970449E0,2.406452585E0
4.748099292E1,1.740365267E-1,-2.611951232E-1,-2.654402602E0,2.672894457E0
4.749103592E1,6.059077817E-1,-6.047020859E-1,-3.034015537E0,3.152465564E0
4.750107892E1,8.267220336E-1,-9.137549150E-1,-3.409700020E0,3.625530525E0
4.751112092E1,5.663928831E-1,-1.311074388E0,-3.766055362E0,4.027764881E0
4.752116392E1,-2.245143700E-1,-1.811461562E0,-3.785382748E0,4.202490005E0
4.753120592E1,-9.999417043E-1,-2.648696305E0,-4.320135763E0,5.165176525E0
4.754124892E1,-1.157744606E0,-3.671280767E0,-4.002395725E0,5.553183464E0
4.755129192E1,-7.131404543E-1,-4.728322286E0,-3.587945372E0,5.978206499E0
4.756133392E1,-2.220760810E-1,-5.931979229E0,-3.561221842E0,6.922427058E0
4.757137692E1,-1.144387811E-1,-7.282139331E0,-3.476620818E0,8.070287589E0
4.758141892E1,-4.931991917E-1,-8.800541368E0,-2.891155779E0,9.276397768E0
4.759146192E1,-1.023479086E0,-1.087714609E1,-2.091693757E0,1.112362348E1
4.760150492E1,-1.253309745E0,-1.374844590E1,-1.764634282E0,1.391777583E1
4.761154692E1,-1.185083263E0,-1.711142754E1,-6.595387360E-1,1.716509150E1
4.762158992E1,-5.395699507E-1,-2.042693213E1,1.074240227E-1,2.043433953E1
4.763163192E1,4.854756045E-1,-2.225945887E1,1.674103450E0,2.232760216E1
4.764167492E1,1.414657813E0,-2.186142955E1,4.204714065E0,2.230701636E1
4.765171792E1,6.977391806E-1,-2.067459914E1,5.682540518E0,2.145267247E1
4.766175992E1,-1.067355131E0,-1.872854637E1,6.756065923E0,1.993845838E1
4.767180292E1,-1.981762156E0,-1.807392835E1,7.362283022E0,1.961625547E1
4.768184492E1,-1.316316563E0,-1.894744273E1,7.323389683E0,2.035608783E1
4.769188792E1,-2.062547142E0,-1.724105096E1,6.935162630E0,1.869771161E1
4.770193092E1,-3.262352524E0,-1.384572836E1,6.640454775E0,1.569849603E1
4.771197292E1,-4.538306488E0,-9.639293463E0,5.620202183E0,1.204569952E1
4.772201592E1,-4.991135918E0,-3.996141543E0,4.260947907E0,7.683505844E0
4.773205792E1,-4.100093343E0,1.760098450E0,2.119191751E0,4.939603795E0
4.774210092E1,-3.518565820E0,3.875873088E0,-4.198803699E-1,5.251570922E0
4.775214392E1,-7.574479648E0,3.198895909E0,-8.854441586E0,1.208332788E1
4.776218592E1,-2.355639937E1,2.332612199E0,-4.101468141E1,4.735556062E1
4.777222892E1,-1.819214034E1,4.266864704E0,-2.173733292E1,2.866481724E1
4.778227092E1,-1.384266442E1,6.193959634E0,-1.521173266E1,2.147978829E1
4.779231392E1,-1.258629191E1,7.134193080E0,-9.847256119E0,1.750085449E1
4.780235692E1,-9.804276161E0,8.737819455E0,-5.930784059E0,1.440997985E1
4.781239892E1,-5.287464037E0,9.987855928E0,-1.318731317E0,1.137776754E1
4.782244192E1,-1.020214147E0,1.038694243E1,3.345917130E0,1.096013555E1
4.783248392E1,1.954567780E-1,9.874621089E0,5.404948048E0,1.125876585E1
4.784252692E1,6.297838636E-2,9.395362244E0,3.988287563E0,1.020701894E1
4.785256992E1,3.365198323E-1,9.112939389E0,2.401511695E0,9.430067249E0
4.786261192E1,7.048723452E-1,9.537619153E0,9.899359488E-1,9.614728146E0
4.787265492E1,1.079920797E0,1.024464693E1,8.424715090E-1,1.033580078E1
4.788269692E1,1.312762625E0,1.050715768E1,1.922680281E0,1.076198902E1
4.789273992E1,1.514698557E0,1.057027369E1,2.936705589E0,1.107471161E1
4.790278292E1,1.052052236E0,1.045667983E1,3.571727242E0,1.109982894E1
4.791282492E1,2.562290829E-1,1.024528661E1,3.750790036E0,1.091329359E1
4.792286792E1,1.805474013E-2,1.009924188E1,3.454185344E0,1.067363148E1
4.793290992E1,3.339482269E-1,9.853870490E0,2.398981605E0,1.014718669E1
4.794295292E1,7.543240021E-1,9.609931085E0,1.350836039E0,9.733680607E0
4.795299592E1,1.123374088E0,9.393016341E0,5.197782952E-1,9.474222649E0
4.796303792E1,1.306914825E0,9.252154577E0,-1.047119744E-1,9.344589626E0
4.797308092E1,1.370082150E0,9.165478376E0,-5.407236063E-1,9.283076051E0
4.798312292E1,1.435965944E0,9.090258624E0,-8.417879695E-1,9.241396379E0
4.799316592E1,1.454108831E0,9.032769384E0,-9.885816606E-1,9.202317585E0
4.800320892E1,1.467592364E0,8.959279824E0,-1.091260595E0,9.144034777E0
4.801325092E1,1.462273737E0,8.866448843E0,-1.175249489E0,9.062746324E0
4.802329392E1,1.422876075E0,8.782641871E0,-1.221952370E0,8.980676041E0
4.803333592E1,1.351322235E0,8.761548625E0,-1.221355296E0,8.948883442E0
4.804337892E1,1.338884330E0,8.895489040E0,-1.221279867E0,9.078208029E0
4.805342092E1,1.334340751E0,9.170304083E0,-1.183012179E0,9.342080070E0
4.806346392E1,1.304468204E0,9.493499572E0,-1.131699427E0,9.649296089E0
4.807350692E1,1.263177506E0,9.718638425E0,-1.079441618E0,9.859652349E0
4.808354892E1,1.279550733E0,9.859214845E0,-9.535667060E-1,9.987525064E0
4.809359192E1,1.417734911E0,9.864257483E0,-8.415494031E-1,1.000108761E1
4.810363392E1,1.627021962E0,9.807537737E0,-6.812485707E-1,9.964893203E0
4.811367692E1,1.847520171E0,9.682554672E0,-4.266806452E-1,9.866471109E0
4.812371992E1,1.960263552E0,9.610724552E0,-7.716922243E-2,9.808904867E0
4.813376192E1,2.132041592E0,9.632685524E0,3.546371377E-1,9.872183105E0
4.814380492E1,2.349918787E0,9.722032734E0,7.786351168E-1,1.003226352E1
4.815384692E1,2.459531862E0,9.830128455E0,1.040448875E0,1.018642510E1
4.816388992E1,2.289163878E0,9.898358445E0,1.148994248E0,1.022438061E1
4.817393254E1,1.860384631E0,9.879630983E0,1.152497900E0,1.011911018E1
4.818397454E1,1.392607963E0,9.776662685E0,1.118869393E0,9.938529011E0
4.819401754E1,1.073895826E0,9.602101663E0,1.078028930E0,9.721921362E0
4.820405954E1,7.387898505E-1,9.312541696E0,1.045696240E0,9.400144888E0
4.821410254E1,5.199826553E-1,8.921426704E0,9.761587393E-1,8.989723148E0
4.822414554E1,4.787559843E-1,8.533304901E0,8.819951785E-1,8.592113554E0
4.823418754E1,5.585272086E-1,8.211137937E0,7.365398419E-1,8.263003679E0
4.824423054E1,6.304812902E-1,7.811049807E0,2.275362110E-1,7.839756276E0
4.825427254E1,-5.143172881E0,5.523310311E0,-2.544846246E1,2.654399039E1
4.826431554E1,-1.266569709E1,3.595663404E-1,-4.642657419E1,4.812458792E1
4.827435854E1,-9.151913420E0,-6.226254390E0,-2.921538146E1,3.124199540E1
4.828440054E1,2.553559182E0,-1.252057505E1,-5.146767164E0,1.377587298E1
4.829444354E1,5.052446898E0,-5.106933593E0,1.664270070E1,1.812698202E1
4.830448554E1,3.095434982E0,-5.027492151E0,1.392039497E1,1.512067429E1
4.831452854E1,4.252878749E0,-1.624154312E1,1.463817928E1,2.227444709E1
4.832457154E1,4.908510084E0,-3.187758132E1,1.957551906E1,3.772896247E1
4.833461354E1,-1.841305283E1,-4.251001091E1,-9.849724814E0,4.736199554E1
4.834465654E1,-3.846356461E1,-4.561700146E1,-7.423757139E0,6.012876844E1
4.835469854E1,-1.302190362E1,-3.408260143E1,1.373503355E1,3.898518745E1
4.836474154E1,3.338508707E-1,-2.750973696E1,-3.560457787E1,4.499536697E1
4.837478454E1,6.580633666E0,-1.970079916E1,9.774524943E0,2.295577411E1
4.838482654E1,5.644680966E0,-1.112969201E1,1.134214475E1,1.686347280E1
4.839486954E1,-1.649620573E0,-5.282799713E0,3.988246925E-1,5.548718949E0
4.840491154E1,-6.874861465E0,-2.395751018E0,5.756703093E0,9.281323914E0
4.841495454E1,-6.402869539E0,-6.481200010E-1,2.989496591E0,7.096047332E0
4.842499754E1,-3.667554921E-1,-2.589293856E0,3.786926998E0,4.602148232E0
4.843503954E1,2.218561088E0,-6.089430129E0,2.887584300E0,7.095161428E0
4.844508254E1,6.143014598E-1,-9.547981004E0,-7.895049445E-1,9.600240913E0
4.845512454E1,-5.111057049E-1,-1.236882577E1,-1.261273360E0,1.244346778E1
4.846516754E1,-1.352051091E0,-1.253574740E1,-1.209049757E0,1.266628621E1
4.847521054E1,-2.014215811E0,-1.033667626E1,-1.009538082E0,1.057937184E1
4.848525254E1,-2.102688862E0,-7.518205460E0,-3.938403066E-1,7.816637638E0
4.849529554E1,-1.798405899E0,-5.182814080E0,-3.434210086E-1,5.496704790E0
4.850533754E1,-1.319304929E0,-3.426691736E0,-6.910133477E-1,3.736345968E0
4.851538054E1,-4.402023679E-1,-1.894107862E0,-6.432463467E-1,2.048215951E0
4.852542354E1,6.061264676E-1,-6.221870148E-1,-3.073167908E-1,9.213846027E-1
4.853546554E1,1.508482236E0,4.831010503E-1,7.346916832E-2,1.585655385E0
4.854550854E1,2.140452227E0,1.464480768E0,3.947749110E-1,2.623373189E0
4.855555054E1,2.411048504E0,2.409380293E0,5.349524776E-1,3.450281501E0
4.856559354E1,2.382754704E0,3.337127010E0,3.422574858E-1,4.114738977E0
4.857563654E1,2.052697799E0,4.097886604E0,5.303073764E-2,4.583563585E0
4.858567854E1,1.555548521E0,4.773276849E0,-4.584474349E-1,5.041237659E0
4.859572154E1,8.721402812E-1,5.261828089E0,-9.789221334E-1,5.422707078E0
4.860576354E1,1.454915893E-1,5.590338698E0,-1.336378798E0,5.749692414E0
4.861580654E1,-4.713389374E-1,5.785569043E0,-1.717287476E0,6.053432565E0
4.862584854E1,-1.079726523E0,5.825537685E0,-2.143298067E0,6.300509923E0
4.863589154E1,-1.463216600E0,5.723707255E0,-2.665874255E0,6.481412894E0
4.864593454E1,-1.603025427E0,5.638682308E0,-2.943132849E0,6.559455744E0
4.865597654E1,-1.537109326E0,5.750212684E0,-3.006235415E0,6.668215830E0
4.866601954E1,-1.034953077E0,5.973604973E0,-2.771154542E0,6.665911921E0
4.867606154E1,-4.477508309E-1,6.235814003E0,-2.227472829E0,6.636828482E0
4.868610454E1,-1.352529685E-1,6.208923243E0,-1.753173593E0,6.453110789E0
4.869614754E1,-1.475791915E-1,5.862991440E0,-1.391989328E0,6.027775919E0
4.870618954E1,-3.685150655E-1,5.252817530E0,-1.045457016E0,5.368507775E0
4.871623254E1,-6.845554635E-1,4.436288363E0,-6.403882277E-1,4.534243895E0
4.872627454E1,-1.069775001E0,3.356263193E0,-3.505049103E-1,3.540024698E0
4.873631754E1,-1.580418191E0,1.867635178E0,-1.918138895E-1,2.454093597E0
4.874636054E1,-2.182204270E0,-1.477193785E-1,-1.829734111E-1,2.194838436E0
4.875640254E1,-2.776704134E0,-2.605916321E0,-6.475422961E-1,3.862667051E0
4.876644554E1,-3.524451919E0,-5.069033695E0,-2.166682836E0,6.543040459E0
4.877648754E1,-4.296555696E0,-7.012378621E0,-4.136909167E0,9.205860211E0
4.878653054E1,-3.576956992E0,-6.961990825E0,-3.909244902E0,8.749064709E0
4.879657354E1,-2.149170864E0,-4.555927657E0,-2.312873168E0,5.542995085E0
4.880661554E1,-8.577356654E-1,-1.745103266E0,-1.024536263E0,2.197901370E0
4.881665854E1,6.389979060E-1,-1.828383404E-1,2.911325019E-2,6.652787115E-1
4.882670054E1,1.691699622E0,4.705500019E-1,8.411149549E-1,1.946982096E0
4.883674354E1,2.043040245E0,8.288252771E-1,1.416934719E0,2.620814527E0
4.884678654E1,1.924845652E0,1.023455697E0,1.654897100E0,2.737001417E0
4.885682854E1,1.436607822E0,1.162618845E0,1.688279439E0,2.503160418E0
4.886687154E1,9.064777628E-1,1.221072291E0,1.600795738E0,2.208000558E0
4.887691354E1,4.336485893E-1,1.158824002E0,1.423657263E0,1.886193036E0
4.888695654E1,-2.185309142E-2,1.053099911E0,1.221047148E0,1.612592049E0
4.889699954E1,-4.398991167E-1,8.800866473E-1,1.075724543E0,1.457822702E0
4.890704154E1,-8.690128979E-1,6.795394295E-1,1.053021559E0,1.525061197E0
4.891708454E1,-1.178249768E0,4.833530653E-1,1.032297272E0,1.639371941E0
4.892712654E1,-1.290673891E0,3.375603443E-1,8.497816980E-1,1.581744295E0
4.893716954E1,-1.089883868E0,2.976805794E-1,1.971529090E-1,1.146878303E0
4.894721154E1,-4.838486168E-1,3.902039963E-1,-1.527228409E0,1.648876968E0
4.895725454E1,2.328388316E-1,5.489061999E-1,-3.756977559E0,3.803996887E0
4.896729754E1,4.717861032E-1,5.425420904E-1,-4.966083523E0,5.017860062E0
4.897733954E1,2.734448207E-1,3.978825599E-1,-4.052789953E0,4.081444476E0
4.898738254E1,2.832932130E-1,2.865661919E-1,-2.270928167E0,2.306401952E0
4.899742454E1,6.053403825E-1,1.598049885E-1,-9.709804451E-1,1.155325771E0
4.900746754E1,6.548807710E-1,6.688220680E-2,-3.399821880E-1,7.408980644E-1
4.901751054E1,9.560197592E-5,-9.346189499E-3,-2.001268029E-2,2.208772895E-2
4.902755254E1,-6.830818190E-1,-1.604826808E-2,2.283350138E-1,7.204132126E-1
4.903759554E1,-1.162952283E0,5.143912554E-2,3.379199846E-1,1.212144344E0
4.904763754E1,-1.414601826E0,2.474214220E-1,2.998511024E-1,1.467046819E0
4.905768054E1,-1.627656969E0,5.285251451E-1,1.096791476E-1,1.714828141E0
4.906772354E1,-1.853137445E0,9.030580187E-1,-2.420600734E-1,2.075626473E0
4.907776554E1,-2.239442957E0,1.364406842E0,-9.614383739E-1,2.793040375E0
4.908780854E1,-2.831051665E0,1.903099710E0,-2.089651033E0,4.000410413E0
4.909785054E1,-3.462193106E0,2.418172166E0,-2.422556993E0,4.868585022E0
4.910789354E1,-3.041413434E0,2.738320672E0,-4.134034091E-1,4.113331759E0
4.911793654E1,-1.870099341E0,2.920942665E0,2.111895010E0,4.060699217E0
4.912797854E1,-1.029274700E0,3.037533807E0,3.239116566E0,4.558277544E0
4.913802154E1,-9.972264035E-1,3.045617582E0,1.691901205E0,3.623917306E0
4.914806354E1,-1.421434736E0,2.840741086E0,-2.449585748E0,4.011328578E0
4.915810654E1,-7.435591319E-1,2.753098925E0,-5.857274033E0,6.514606125E0
4.916814954E1,4.764223605E-2,2.747103190E0,-5.689755982E0,6.318399232E0
4.917819167E1,5.226574641E-1,2.734090211E0,-2.592760670E0,3.804054153E0
4.918823467E1,1.185290547E0,2.578653093E0,7.822275730E-1,2.943848744E0
4.919827667E1,1.144651521E0,2.039781885E0,1.703960502E0,2.893858779E0
4.920831967E1,-1.188768178E-1,1.075080180E0,4.780589962E-1,1.182569023E0
4.921836267E1,-1.550482786E-1,-2.813153923E-2,7.255668108E-1,7.424813460E-1
4.922840467E1,6.307941163E-1,-9.076211858E-1,8.714595191E-1,1.407522336E0
4.923844767E1,1.005566141E0,-9.967865467E-1,2.255898045E0,2.663423112E0
4.924848967E1,3.009453723E0,-4.721842986E-1,1.220825246E0,3.281795850E0
4.925853267E1,4.654360271E0,1.489946562E-1,-1.298479193E0,4.834389015E0
4.926857567E1,4.112722160E0,2.520986098E-1,-2.574103374E0,4.858399475E0
4.927861767E1,1.788663268E0,2.147682309E-3,-1.144023822E0,2.123231359E0
4.928866067E1,-2.705553460E-1,-1.056463230E-1,-8.687559128E-2,3.031644919E-1
4.929870267E1,-1.116481975E0,5.547253489E-2,1.986936211E0,2.279808042E0
4.930874567E1,-9.206528753E-1,6.617112690E-1,2.747398767E0,2.972147961E0
4.931878767E1,-1.066938516E0,1.425126083E0,2.528676064E0,3.092498147E0
4.932883067E1,-1.473787197E0,1.768952304E0,3.234319218E0,3.970146315E0
4.933887367E1,-1.722050618E0,1.805610253E0,3.059326379E0,3.947805037E0
4.934891567E1,-2.836900050E0,1.551866822E0,3.441923440E0,4.722618923E0
4.935895867E1,-3.483377568E0,1.512344322E0,2.298091699E0,4.438730684E0
4.936900067E1,-2.568079573E0,2.002070267E0,1.511098572E0,3.589810154E0
4.937904367E1,-2.093663392E0,2.004206255E0,8.121434632E-1,3.009957826E0
4.938908667E1,-3.004711631E0,6.752545899E-1,1.332005374E0,3.355368692E0
4.939912867E1,-3.095371540E0,-7.957043087E-1,1.064172783E-1,3.197779692E0
4.940917167E1,-2.358440520E0,-1.765420001E0,-1.286419896E0,3.214626823E0
4.941921367E1,-1.987995434E0,-2.615002894E0,-1.761232225E0,3.727238245E0
4.942925667E1,-2.167666923E0,-3.572967437E0,-2.637826331E0,4.941963572E0
4.943929967E1,-2.384685747E0,-4.702541912E0,-3.038195711E0,6.085331522E0
4.944934167E1,-2.182479674E0,-5.892922752E0,-3.860584666E0,7.375220001E0
4.945938467E1,-1.645831577E0,-7.037316411E0,-4.492974487E0,8.509959083E0
4.946942667E1,-7.400505102E-1,-7.574186118E0,-3.915436811E0,8.558423659E0
4.947946967E1,2.703045005E-1,-7.235152860E0,-3.038147472E0,7.851804983E0
4.948951267E1,9.882601368E-1,-6.419052293E0,-2.632454786E0,7.007903299E0
4.949955467E1,1.123085820E0,-5.621683282E0,-2.201864071E0,6.141078901E0
4.950959767E1,4.934155387E-1,-5.082077664E0,-2.025646095E0,5.493106077E0
4.951963967E1,-5.740568286E-1,-4.860468190E0,-2.175974939E0,5.356170200E0
4.952968267E1,-1.716065408E0,-4.687892883E0,-1.406852073E0,5.186564655E0
4.953972567E1,-2.808282022E0,-4.471880364E0,-1.079769062E0,5.389811048E0
4.954976767E1,-3.797294696E0,-4.459321130E0,-9.642289576E-1,5.935884890E0
4.955981067E1,-4.347165686E0,-4.909343312E0,-7.853278399E-1,6.604259313E0
4.956985267E1,-5.017879329E0,-5.787095751E0,-1.035375831E0,7.729268613E0
4.957989567E1,-5.349610584E0,-7.181987051E0,-8.984223461E-1,9.000357444E0
4.958993867E1,-5.405622232E0,-9.274015562E0,-1.582890248E0,1.085051418E1
4.959998067E1,-5.812212465E0,-1.230431461E1,-2.066544006E0,1.376403196E1
4.961002367E1,-5.681195074E0,-1.596012715E1,-9.675328537E-1,1.696872877E1
4.962006567E1,-5.123412800E0,-1.967471591E1,-3.482869153E-1,2.033384146E1
4.963010867E1,-4.415639213E0,-2.181518977E1,1.619840119E0,2.231645707E1
4.964015167E1,-3.914191647E0,-2.175091951E1,4.075123394E0,2.247287313E1
4.965019367E1,-3.593586181E0,-2.005903234E1,5.911131567E0,2.121839100E1
4.966023667E1,-3.211393163E0,-1.806817937E1,6.573526375E0,1.949316293E1
4.967027867E1,-3.473699841E0,-1.579115548E1,6.913938407E0,1.758492896E1
4.968032167E1,-4.345224411E0,-1.346304096E1,6.703921623E0,1.565493572E1
4.969036467E1,-5.390007243E0,-1.147116005E1,7.093294730E0,1.452427352E1
4.970040667E1,-6.359822922E0,-9.400289692E0,7.483568308E0,1.359472650E1
4.971044967E1,-5.464724718E0,-5.075173856E0,5.621011437E0,9.338970794E0
4.972049167E1,-3.616299106E0,-4.353374845E-1,3.178404926E0,4.834190296E0
4.973053467E1,-3.405812791E0,2.054616271E0,-4.553870022E-2,3.977823847E0
4.974057667E1,-1.461196504E1,2.214712451E0,-5.349433296E1,5.549827144E1
4.975061967E1,-1.844983766E1,1.809713244E-2,-7.693460897E1,7.911593325E1
4.976066267E1,-3.509182793E0,4.867271426E0,-4.995511975E0,7.807677945E0
4.977070467E1,-1.277064058E0,9.191714832E0,8.021694582E0,1.226646233E1
4.978074767E1,1.213288550E0,8.253766478E0,4.991147028E0,9.721536855E0
4.979078967E1,1.930269236E0,8.880416088E0,4.479001104E0,1.013159317E1
4.980083267E1,1.327569383E0,9.935429792E0,3.547164844E0,1.063285399E1
4.981087567E1,8.657527828E-1,1.068331791E1,2.269228381E0,1.095592109E1
4.982091767E1,6.631233716E-1,1.119338807E1,1.592528213E0,1.132553819E1
4.983096067E1,4.811907649E-1,1.110406601E1,1.303779402E0,1.119069556E1
4.984100267E1,8.551414020E-2,1.114719624E1,1.349773015E0,1.122894402E1
4.985104567E1,7.770518370E-2,1.116386548E1,1.611488541E0,1.127984157E1
4.986108867E1,2.853792071E-1,1.094035449E1,2.067817529E0,1.113771373E1
4.987113067E1,6.873201732E-1,1.060356540E1,2.406473057E0,1.089491261E1
4.988117367E1,1.267510293E0,1.017588718E1,2.706870253E0,1.060577243E1
4.989121567E1,1.685188016E0,9.691269947E0,2.829385793E0,1.023552616E1
4.990125867E1,1.720759845E0,9.377810072E0,2.793198545E0,9.935104141E0
4.991130167E1,1.796933862E0,9.234765542E0,2.769961710E0,9.807270456E0
4.992134367E1,1.950079165E0,9.126559893E0,3.074384129E0,9.825921941E0
4.993138667E1,1.946855595E0,9.027137346E0,3.429532313E0,9.850946516E0
4.994142867E1,1.928665053E0,9.001000292E0,3.607564827E0,9.886975227E0
4.995147167E1,2.057999616E0,9.050477092E0,3.445558362E0,9.900422741E0
4.996151367E1,2.104499598E0,9.093807884E0,2.843511497E0,9.757654330E0
4.997155667E1,2.010470231E0,9.136580851E0,2.050567074E0,9.577260857E0
4.998159967E1,1.905078993E0,9.155234638E0,1.441869586E0,9.461851571E0
4.999164167E1,1.661739512E0,9.263029228E0,1.113879379E0,9.476593057E0
5.000168467E1,1.432713138E0,9.515647071E0,9.545451645E-1,9.670127330E0
5.001172667E1,1.234933115E0,9.796676534E0,8.046505487E-1,9.906936632E0
5.002176967E1,9.449066142E-1,9.936089358E0,6.463488793E-1,1.000182419E1
5.003181267E1,7.017176992E-1,9.987820845E0,4.936149653E-1,1.002460117E1
5.004185467E1,5.299097657E-1,1.001011394E1,2.963474143E-1,1.002850972E1
5.005189767E1,4.087534109E-1,1.005385228E1,1.982767439E-1,1.006411142E1
5.006193967E1,3.156187041E-1,1.007803403E1,1.193393691E-1,1.008368122E1
5.007198267E1,1.995713540E-1,1.009455826E1,2.123720785E-1,1.009876413E1
5.008202567E1,5.578070143E-2,1.019324522E1,5.497704184E-1,1.020821273E1
5.009206767E1,-1.193788013E-1,1.020303580E1,6.798043084E-1,1.022635442E1
5.010211067E1,-1.466654544E-1,9.848427901E0,2.120199939E-2,9.849542751E0
5.011215267E1,-6.405858636E-2,9.572263321E0,-4.805440629E-1,9.584531871E0
5.012219567E1,5.488898277E-2,9.484453930E0,-7.601959223E-1,9.515029006E0
5.013223867E1,1.618670456E-1,9.529158232E0,-9.971443963E-1,9.582554696E0
5.014228067E1,2.634065402E-1,9.575389827E0,-1.182072532E0,9.651671815E0
5.015232367E1,2.254581106E-1,9.619467309E0,-2.198986364E0,9.870183569E0
5.016236567E1,-6.612207607E-1,9.682922462E0,-5.737665144E0,1.127461758E1
5.017240867E1,-8.836780071E-1,9.664192661E0,-6.574451405E0,1.172181376E1
5.018245187E1,-4.735491119E-1,9.461306557E0,-4.993490592E0,1.070866559E1
5.019249387E1,-2.514660873E-2,9.281604663E0,-3.582438172E0,9.949004007E0
5.020253687E1,2.638936132E-1,9.070936500E0,-2.728845259E0,9.476187275E0
5.021257887E1,2.634536102E-1,8.608964363E0,-2.816793230E0,9.061898218E0
5.022262187E1,-1.334663518E-1,7.803420360E0,-4.053177624E0,8.794284020E0
5.023266387E1,-6.645281652E-1,7.386215091E0,-4.986298517E0,8.936495060E0
5.024270687E1,-7.779378363E-1,7.514381965E0,-3.977676036E0,8.537741519E0
5.025274987E1,-1.138180261E0,7.704225855E0,-2.944552553E0,8.325919773E0
5.026279187E1,-4.300478593E0,7.241480716E0,-1.089546191E1,1.377113827E1
5.027283487E1,-9.133668353E0,2.231200429E0,-2.686665082E1,2.846434752E1
5.028287687E1,-1.660001573E0,-5.414305347E0,-6.827057699E-1,5.704068266E0
5.029291987E1,1.052048874E0,-2.605354403E0,1.542221956E1,1.567608161E1
5.030296287E1,5.252395946E-1,-8.608928695E0,1.057546134E1,1.364660809E1
5.031300487E1,-4.640436588E0,-2.944834856E1,1.376936256E0,2.984350580E1
5.032304787E1,-2.432178821E1,-6.430739708E1,-1.914399455E1,7.136864317E1
5.033308987E1,-2.260322136E1,-5.931179330E1,2.208056214E1,6.720376228E1
5.034313287E1,-2.070095371E1,-3.880465842E1,7.776889204E0,4.466330715E1
5.035317587E1,-8.114061293E0,-1.925300302E1,-1.687598589E1,2.685730842E1
5.036321787E1,3.837084998E0,-1.183823539E1,5.723054706E0,1.369745938E1
5.037326087E1,7.543536767E0,-9.481759533E0,7.349630817E0,1.417130142E1
5.038330287E1,6.994255176E0,-7.081516684E0,8.382949598E0,1.301312138E1
5.039334587E1,5.722564709E0,-3.554842823E0,9.297174629E0,1.148138103E1
5.040338887E1,3.902527621E0,-2.893260777E-1,9.878939842E0,1.062576509E1
5.041343087E1,3.260023870E0,2.275324688E0,8.868633363E0,9.718925651E0
5.042347387E1,2.357274585E0,2.651448004E0,6.210201445E0,7.152169040E0
5.043351587E1,-9.889395833E-3,-2.377206573E0,4.576825022E0,5.157376869E0
5.044355887E1,-2.456069725E0,-9.151202983E0,3.246302794E0,1.001575141E1
5.045360187E1,-6.300724529E0,-1.521316406E1,1.901780578E0,1.657577328E1
5.046364387E1,-9.347999212E0,-2.002015069E1,-4.019786076E-1,2.209871286E1
5.047368687E1,-7.192950581E0,-2.103057763E1,-4.239996164E0,2.262744574E1
5.048372887E1,-3.620908173E0,-1.585810025E1,-5.030975922E0,1.702648051E1
5.049377187E1,-3.093719117E0,-9.264545411E0,-3.151512997E0,1.026328085E1
5.050381487E1,-3.464207179E0,-5.561750491E0,-2.683413563E0,7.080572594E0
5.051385687E1,-2.918723062E0,-3.510180620E0,-2.289022960E0,5.106852104E0
5.052389987E1,-1.247426569E0,-2.469614800E0,-1.506753214E0,3.150456404E0
5.053394187E1,6.935122284E-1,-1.773917760E0,-9.855704176E-1,2.144549481E0
5.054398487E1,2.094372075E0,-8.620374620E-1,-1.067347822E0,2.503744065E0
5.055402787E1,2.912071562E0,3.805017114E-1,-1.287044671E0,3.206466329E0
5.056406987E1,3.131391558E0,1.774880796E0,-1.322140828E0,3.834562726E0
5.057411287E1,2.986499601E0,3.087647368E0,-1.364540159E0,4.507184929E0
5.058415487E1,2.695607931E0,4.305891945E0,-1.650057360E0,5.341319767E0
5.059419787E1,2.227893244E0,5.482340040E0,-1.945615400E0,6.229364326E0
5.060423987E1,1.608150073E0,6.411355019E0,-2.019534731E0,6.911594632E0
5.061428287E1,9.039710614E-1,7.146593855E0,-2.093587378E0,7.501604863E0
5.062432587E1,2.771301015E-1,7.677921571E0,-2.507850328E0,8.081868225E0
5.063436787E1,-5.297897516E-1,8.146876452E0,-2.810760072E0,8.634387372E0
5.064441087E1,-1.290504907E0,8.386859046E0,-2.467449576E0,8.837030892E0
5.065445287E1,-1.810707563E0,8.303679480E0,-1.588061671E0,8.645906237E0
5.066449587E1,-2.280502836E0,8.138866936E0,-8.560171688E-1,8.495564347E0
5.067453887E1,-2.756301445E0,7.872380083E0,-8.403250692E-1,8.383180306E0
5.068458087E1,-3.623631806E0,7.320628628E0,-1.352739308E0,8.279626477E0
5.069462387E1,-4.478017894E0,6.177199175E0,-1.638533667E0,7.803539356E0
5.070466587E1,-4.875634114E0,4.676915320E0,-1.521021005E0,6.925232835E0
5.071470887E1,-4.596082826E0,3.280528886E0,-1.141954858E0,5.761068305E0
5.072475187E1,-3.844419453E0,2.084421868E0,-6.041927934E-1,4.414682819E0
5.073479387E1,-3.034927118E0,8.661796296E-1,-1.343345171E-1,3.158970643E0
5.074483687E1,-2.655823476E0,-4.764597827E-1,-1.279166863E-1,2.701254327E0
5.075487887E1,-2.549514663E0,-1.839883708E0,-4.131070284E-1,3.171096733E0
5.076492187E1,-2.304378333E0,-3.077685467E0,-1.335527298E0,4.070127823E0
