"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.631904454E1,-1.365795556E-1,1.009776019E1,-1.014603013E-1,1.009919349E1
1.632908654E1,-2.636690801E-1,1.005747054E1,-1.373475873E-1,1.006186361E1
1.633912854E1,-4.362826869E-1,9.881468178E0,-2.257229894E-1,9.893670037E0
1.634917154E1,-6.577641061E-1,9.617358218E0,-3.410774446E-1,9.645857480E0
1.635921354E1,-7.778989524E-1,9.438484290E0,-4.560407209E-1,9.481460099E0
1.636925654E1,-9.495799282E-1,9.359538108E0,-1.353391857E0,9.504437129E0
1.637929854E1,-3.229440886E0,9.079475774E0,-8.396511630E0,1.278153263E1
1.638934154E1,-4.250307144E0,8.908904307E0,-7.375256824E0,1.232185457E1
1.639938354E1,-3.534248344E0,8.685945296E0,-3.024678118E0,9.853183991E0
1.640942654E1,-7.301508232E0,7.054652236E0,-9.572815298E0,1.395417262E1
1.641946854E1,-1.169893015E1,3.371200490E0,-7.165007322E0,1.412682871E1
1.642951154E1,-4.701747568E0,-1.192924379E0,1.997762039E0,5.246003425E0
1.643955354E1,-4.498162137E0,-5.193650724E0,-1.200901502E1,1.383560306E1
1.644959654E1,-3.669759614E0,-9.391709488E0,8.231727737E-1,1.011676609E1
1.645963854E1,-2.187375256E0,-3.024791788E1,5.274067481E0,3.078208788E1
1.646968154E1,-3.508665606E0,-6.605008252E1,1.313700840E1,6.743519204E1
1.647972354E1,-9.475010676E0,-7.372610609E1,1.324958835E1,7.550408027E1
1.648976654E1,-2.118001375E1,-5.315611598E1,1.397786959E1,5.890285635E1
1.649980854E1,-1.746712653E1,-2.524490919E1,5.893534371E0,3.125923378E1
1.650985154E1,-2.502881949E0,-1.227495223E1,5.119956511E-1,1.253798269E1
1.651989354E1,3.381472001E0,-7.025420251E0,-3.296535639E0,8.465106604E0
1.652993654E1,6.633197211E0,-3.244525241E0,-4.356151688E0,8.573348634E0
1.653997854E1,7.962646474E0,-8.393865180E-1,-2.203661213E0,8.304482605E0
1.655002154E1,7.040496127E0,8.617544568E-1,7.650548123E-1,7.134179373E0
1.656006354E1,6.257850405E0,1.954514278E0,3.291444468E0,7.335831544E0
1.657010554E1,6.106356064E0,2.041829579E0,5.129266448E0,8.232012312E0
1.658014854E1,3.982109103E0,-7.487184227E-2,7.049073992E0,8.096433959E0
1.659019075E1,-2.622315422E0,-4.420112625E0,6.036728005E0,7.928178782E0
1.660023375E1,-7.914986989E0,-9.708507539E0,-3.719717932E-1,1.253158014E1
1.661027575E1,-3.235860837E0,-1.453073552E1,-5.487596687E0,1.586590015E1
1.662031875E1,6.659393907E-3,-1.430774026E1,-7.104457650E0,1.597450451E1
1.663036075E1,-2.714497654E0,-9.378456774E0,-5.113385410E0,1.102137284E1
1.664040375E1,-3.250578571E0,-5.128200501E0,-3.034500563E0,6.787701753E0
1.665044575E1,-2.649860485E0,-3.773859640E0,-1.924722860E0,4.996832523E0
1.666048875E1,-1.199500450E0,-3.697527164E0,-1.082944100E0,4.035254190E0
1.667053075E1,2.638874736E-1,-3.194824492E0,-6.664704640E-1,3.274251520E0
1.668057375E1,1.247437094E0,-2.382879542E0,-1.310992527E-1,2.692842593E0
1.669061575E1,1.725247583E0,-1.369467607E0,5.977953547E-1,2.282384726E0
1.670065875E1,1.866270145E0,-2.700454688E-1,1.090162341E0,2.178151221E0
1.671070075E1,1.741109617E0,6.695810366E-1,1.428464113E0,2.349534249E0
1.672074375E1,1.274817558E0,1.401700968E0,1.695611848E0,2.542641333E0
1.673078575E1,5.287982100E-1,2.047421272E0,1.857996043E0,2.814908650E0
1.674082875E1,-2.573385921E-1,2.722931970E0,1.633499653E0,3.185734261E0
1.675087075E1,-1.028946525E0,3.336134153E0,1.203091079E0,3.692688747E0
1.676091375E1,-1.624546835E0,3.765370068E0,7.398353326E-1,4.167075772E0
1.677095575E1,-2.174594119E0,4.172602910E0,2.446252835E-1,4.711615027E0
1.678099875E1,-2.651883914E0,4.498409767E0,-3.578022355E-1,5.234138053E0
1.679104075E1,-2.950821353E0,4.679755898E0,-9.138866235E-1,5.607374669E0
1.680108275E1,-3.203414637E0,4.755420038E0,-1.525005444E0,5.933087449E0
1.681112575E1,-3.258783676E0,4.632693413E0,-1.462796332E0,5.849896787E0
1.682116775E1,-3.258637496E0,4.343497728E0,-1.512331019E0,5.636651129E0
1.683121075E1,-3.190545500E0,3.760740827E0,-1.516024413E0,5.159562208E0
1.684125275E1,-2.996102191E0,2.970377365E0,-9.557092720E-1,4.325869883E0
1.685129575E1,-2.762385473E0,2.158470422E0,-2.482610822E-1,3.514456093E0
1.686133775E1,-2.435145025E0,1.403125350E0,1.370616585E-1,2.813801333E0
1.687138075E1,-2.091851048E0,7.583207202E-1,7.067924246E-2,2.226182085E0
1.688142275E1,-1.767918516E0,3.255706286E-1,-2.987776633E-1,1.822306288E0
1.689146575E1,-1.454933581E0,5.434051394E-2,-6.294434094E-1,1.586185242E0
1.690150775E1,-1.127975262E0,2.067750871E-2,-7.607457067E-1,1.360694595E0
1.691155075E1,-9.068105424E-1,1.528620046E-1,-7.337865342E-1,1.176484097E0
1.692159275E1,-8.035805082E-1,3.104333568E-1,-3.942526084E-1,9.473888438E-1
1.693163575E1,-7.276467385E-1,4.902182811E-1,1.473170900E-1,8.896550254E-1
1.694167775E1,-6.472313704E-1,7.051285994E-1,5.157976569E-1,1.087272740E0
1.695172075E1,-4.881112370E-1,9.106962365E-1,5.937186760E-1,1.191688752E0
1.696176275E1,-3.405760458E-1,9.305153739E-1,5.530910522E-1,1.134795407E0
1.697180575E1,-2.254295323E-1,7.227497685E-1,5.493372859E-1,9.353914451E-1
1.698184775E1,-1.209902939E-1,3.247795004E-1,5.109934384E-1,6.174420371E-1
1.699189075E1,3.444609359E-2,-1.364541328E-1,4.787279177E-1,4.989856540E-1
1.700193275E1,2.093086857E-1,-5.640615982E-1,5.033756858E-1,7.844505679E-1
1.701197575E1,3.380237362E-1,-9.012939137E-1,6.568428773E-1,1.165346871E0
1.702201775E1,4.576892338E-1,-9.219503725E-1,8.813905033E-1,1.355109274E0
1.703206075E1,5.385345550E-1,-5.444120300E-1,1.048300517E0,1.298205646E0
1.704210275E1,5.798734926E-1,9.354258657E-2,1.044826101E0,1.198609638E0
1.705214475E1,6.192389949E-1,7.091310185E-1,9.713446536E-1,1.352713632E0
1.706218775E1,6.311645374E-1,1.195945635E0,9.089419987E-1,1.629364966E0
1.707222975E1,6.243708037E-1,1.574880878E0,8.948964751E-1,1.915966696E0
1.708227275E1,5.890534750E-1,1.748232111E0,9.301037300E-1,2.066008823E0
1.709231475E1,5.148837737E-1,1.729298242E0,1.037054567E0,2.081119863E0
1.710235775E1,3.796069412E-1,1.398688483E0,1.207328995E0,1.886285822E0
1.711239975E1,2.660540498E-1,1.076936671E0,1.336753020E0,1.737091243E0
1.712244275E1,2.736378519E-1,1.076664775E0,1.281983905E0,1.696339425E0
1.713248475E1,1.550064710E-1,1.262440172E0,1.138472768E0,1.707015652E0
1.714252775E1,-1.165260544E-1,1.496906503E0,1.120329954E0,1.873351704E0
1.715256975E1,-3.386197136E-1,1.722955767E0,1.237259138E0,2.148033999E0
1.716261275E1,-6.179469064E-1,1.893989748E0,1.417881383E0,2.445289996E0
1.717265475E1,-8.915670705E-1,1.991897866E0,1.587956421E0,2.698917292E0
1.718269775E1,-1.116166517E0,2.076846215E0,1.517967004E0,2.804165067E0
1.719273975E1,-1.308533334E0,2.025029944E0,1.322933126E0,2.750119601E0
1.720278275E1,-1.863282803E0,1.605500407E0,5.642351874E-1,2.523453132E0
1.721282475E1,-2.769329626E0,8.044529128E-1,-1.055264550E0,3.070816559E0
1.722286775E1,-3.083040932E0,2.427658689E-1,-2.088964716E0,3.732003515E0
1.723290975E1,-2.606068348E0,2.373723972E-1,-1.562539160E0,3.047862614E0
1.724295275E1,-2.128329926E0,2.794781971E-1,-2.373505725E0,3.200222767E0
1.725299475E1,-2.252442487E0,2.689929700E-1,-4.866338795E0,5.369088157E0
1.726303775E1,-2.626912503E0,5.584377462E-1,-4.841607412E0,5.536576952E0
1.727307975E1,-2.396389388E0,9.952867359E-1,-2.262076213E0,3.442421615E0
1.728312275E1,-2.146599259E0,1.223241023E0,-4.123031093E-1,2.504835490E0
1.729316475E1,-2.398284470E0,1.090460111E0,5.405509673E-1,2.689436187E0
1.730320775E1,-2.753195989E0,8.685021436E-1,8.871657251E-1,3.020173364E0
1.731324975E1,-2.426094413E0,8.043295366E-1,2.748963189E-1,2.570690197E0
1.732329275E1,-1.530985245E0,9.000665832E-1,-5.651464029E-1,1.863712996E0
1.733333475E1,-5.772841993E-1,1.012020298E0,-1.913052256E0,2.239913182E0
1.734337775E1,1.895044586E-1,1.259244084E0,-1.386888363E0,1.882834813E0
1.735341975E1,4.872657296E-1,1.698757650E0,4.522178113E-2,1.767837790E0
1.736346175E1,4.438127312E-1,2.300217454E0,-1.086605773E0,2.582379171E0
1.737350475E1,4.396062443E-1,2.695833049E0,-1.632211658E0,3.181962346E0
1.738354675E1,6.033782762E-1,2.820117956E0,-1.768938271E0,3.383234139E0
1.739358975E1,2.873570278E-1,2.770924162E0,-3.093108668E0,4.162681348E0
1.740363175E1,5.991641879E-3,2.486711474E0,-3.906385614E0,4.630725474E0
1.741367475E1,-4.849508169E-1,2.057487838E0,-3.011084804E0,3.679003288E0
1.742371675E1,-7.937943158E-1,1.350688105E0,4.963969608E-1,1.643434731E0
1.743375975E1,-3.241740212E-1,9.453199393E-1,1.545745372E0,1.840664917E0
1.744380175E1,-1.965348583E-1,8.511639798E-1,7.085907358E-1,1.124814163E0
1.745384475E1,-5.256383747E-1,5.297156382E-1,1.563343152E0,1.732321035E0
1.746388675E1,-5.035271287E-1,9.173228860E-2,1.575692471E0,1.656732068E0
1.747392975E1,4.180115998E-1,-2.521582514E-1,2.759959463E0,2.802801049E0
1.748397175E1,1.422241652E-1,-2.016780692E-1,2.080911784E0,2.095494121E0
1.749401475E1,-8.339392519E-1,-7.403159738E-3,1.363114023E0,1.597995407E0
1.750405675E1,-1.523017244E0,1.821992397E-1,2.129368830E0,2.624307471E0
1.751409975E1,-1.711947214E0,1.993801135E-1,2.280273771E0,2.858349903E0
1.752414175E1,-3.322838169E-1,2.195734727E-1,2.412931307E0,2.445580205E0
1.753418475E1,7.501428044E-1,8.228201866E-3,3.493078099E0,3.572726765E0
1.754422675E1,-2.840536433E-1,-5.243724525E-2,2.402780541E0,2.420080673E0
1.755426975E1,-2.071815856E0,-5.424637377E-1,1.144463825E0,2.428267962E0
1.756431175E1,-3.150388577E0,-1.757953107E0,-2.548555720E-1,3.616669556E0
1.757435475E1,-2.852099887E0,-2.682721837E0,-1.055537615E0,4.055321181E0
1.758439675E1,-2.022873491E0,-3.247014985E0,-2.211528788E-1,3.831974957E0
1.759443912E1,-1.397743573E0,-3.345486774E0,-1.396537292E-1,3.628425556E0
1.760448112E1,-8.687570822E-1,-2.997137733E0,4.769230284E-2,3.120872957E0
1.761452413E1,-1.515311784E-1,-2.658828945E0,-8.627409551E-1,2.799402617E0
1.762456612E1,2.188530958E-1,-2.743478501E0,-1.393347636E0,3.084799604E0
1.763460912E1,3.323101294E-1,-3.269759485E0,-1.525448370E0,3.623361677E0
1.764465112E1,2.763704020E-1,-3.708012391E0,-1.341805453E0,3.952996125E0
1.765469412E1,2.545480084E-1,-3.561591679E0,-1.573074088E0,3.901831885E0
1.766473612E1,2.949657172E-1,-2.773912674E0,-1.972341269E0,3.416390841E0
1.767477912E1,1.751445740E-1,-1.765348665E0,-1.853528185E0,2.565676961E0
1.768482113E1,7.798723876E-2,-1.028029974E0,-1.158320995E0,1.550688610E0
1.769486412E1,-1.105883896E-1,-9.489569074E-1,-1.128034903E0,1.478246173E0
1.770490612E1,-4.519669658E-1,-1.589678426E0,-4.011685489E-1,1.700672762E0
1.771494912E1,-1.055346996E0,-3.000157819E0,-8.054432850E-1,3.280768677E0
1.772499112E1,-1.836240892E0,-5.067851388E0,-1.703785524E0,5.653121564E0
1.773503412E1,-2.334271638E0,-7.697968165E0,-2.429306288E0,8.402920146E0
1.774507612E1,-2.500296895E0,-1.073153054E1,-2.483587307E0,1.129537243E1
1.775511912E1,-2.833549011E0,-1.364351060E1,-2.719271613E0,1.419749342E1
1.776516112E1,-3.374066795E0,-1.610740448E1,-1.733249790E0,1.654801984E1
1.777520312E1,-4.085122717E0,-1.822399948E1,-4.721585709E-1,1.868221931E1
1.778524612E1,-5.340569619E0,-1.982525598E1,1.511891893E-1,2.053254287E1
1.779528812E1,-6.332036369E0,-2.090883860E1,6.524288873E-1,2.185634643E1
1.780533112E1,-5.774001496E0,-2.129483669E1,1.110896714E0,2.209170103E1
1.781537412E1,-4.157602756E0,-2.068062411E1,1.449361623E0,2.114413685E1
1.782541612E1,-2.590337292E0,-1.944482677E1,2.090928065E0,1.972772455E1
1.783545912E1,-1.557451059E0,-1.820631984E1,3.340515472E0,1.857565018E1
1.784550112E1,-1.618346594E0,-1.693268634E1,4.185524672E0,1.751723521E1
1.785554312E1,-1.442846655E0,-1.612503267E1,3.712424115E0,1.660965315E1
1.786558612E1,-1.729677726E0,-1.449512130E1,4.535820837E0,1.528639909E1
1.787562812E1,-2.533576323E0,-1.187044887E1,5.451581347E0,1.330587481E1
1.788567112E1,-3.363183373E0,-8.569006246E0,6.333609270E0,1.117378525E1
1.789571313E1,-3.989882391E0,-4.686490721E0,6.833219934E0,9.196480383E0
1.790575612E1,-4.033997295E0,1.382503974E-1,7.005618070E0,8.085229242E0
1.791579812E1,-3.235861714E0,3.382374519E0,6.324364822E0,7.868217639E0
1.792584112E1,-2.559195606E0,5.510276867E0,4.867386031E0,7.784862239E0
1.793588312E1,-3.487051374E0,6.769356644E0,3.240046273E0,8.275362017E0
1.794592612E1,-3.880783580E0,7.327655811E0,1.158564897E0,8.372412645E0
1.795596812E1,-4.199692476E0,8.078017886E0,-1.919512260E-1,9.106516081E0
1.796601112E1,-4.678804263E0,8.737668597E0,-1.501660143E0,1.002462194E1
1.797605312E1,-7.358716221E0,8.602386830E0,-1.716777248E1,2.056414782E1
1.798609612E1,-7.048715558E0,9.497083331E0,-1.439990290E1,1.863427451E1
1.799613812E1,-6.222511003E0,1.073841622E1,-5.335322912E0,1.350921525E1
1.800618112E1,-7.924647759E0,1.067324784E1,-3.964457236E0,1.387210087E1
1.801622312E1,-8.877287242E0,1.088174551E1,-2.285888852E0,1.422827825E1
1.802626612E1,-9.089289740E0,1.169130421E1,-3.983392274E-1,1.481419780E1
1.803630812E1,-8.711014649E0,1.227604098E1,1.422788367E0,1.511976472E1
1.804635112E1,-7.481694860E0,1.201376880E1,1.426736407E0,1.422469597E1
1.805639312E1,-6.431058966E0,1.152974681E1,4.898896676E-1,1.321111551E1
1.806643612E1,-5.657975196E0,1.111320170E1,-2.034566461E-1,1.247226242E1
1.807647812E1,-5.082329679E0,1.054895006E1,-1.507589951E0,1.180606835E1
1.808652112E1,-4.908172699E0,9.368912948E0,-5.297439387E0,1.182918227E1
1.809656312E1,-4.026246226E0,8.601383448E0,-7.228322727E0,1.193495309E1
1.810660612E1,-3.154538054E0,8.500232465E0,-5.578825530E0,1.064557920E1
1.811664812E1,-2.841463802E0,8.496393768E0,-3.720488302E0,9.700755476E0
1.812669112E1,-2.519773970E0,8.712548958E0,-2.778653011E0,9.485709397E0
1.813673312E1,-2.159590456E0,8.846915635E0,-2.599881409E0,9.470540139E0
1.814677612E1,-1.889248241E0,8.874632607E0,-2.713661209E0,9.470602936E0
1.815681812E1,-1.806869451E0,8.949841248E0,-2.828409308E0,9.558469271E0
1.816686112E1,-1.683605614E0,9.111322049E0,-2.731609823E0,9.659834862E0
1.817690312E1,-1.595621098E0,9.215981947E0,-2.324797980E0,9.637687252E0
1.818694512E1,-1.535206642E0,9.206175581E0,-1.746588458E0,9.495319874E0
1.819698812E1,-1.503849925E0,9.112538270E0,-1.214513615E0,9.315307920E0
1.820703012E1,-1.342295888E0,8.995396906E0,-8.532561866E-1,9.134931300E0
1.821707312E1,-1.057491901E0,8.930501583E0,-5.555574077E-1,9.010038383E0
1.822711512E1,-8.529948892E-1,8.895712404E0,-3.012731087E-1,8.941591857E0
1.823715812E1,-7.003113708E-1,8.839336474E0,-5.982286334E-2,8.867236553E0
1.824720012E1,-6.304219410E-1,8.751324769E0,1.972172284E-1,8.776218529E0
1.825724313E1,-6.220969677E-1,8.662188644E0,5.438834417E-1,8.701512853E0
1.826728512E1,-6.581161085E-1,8.584908333E0,8.941369218E-1,8.656399294E0
1.827732812E1,-6.982546127E-1,8.467108573E0,1.199220661E0,8.580070937E0
1.828737012E1,-5.924784815E-1,8.366254043E0,1.580560863E0,8.534835095E0
1.829741312E1,-4.702770831E-1,8.230413283E0,1.902921370E0,8.460613044E0
1.830745512E1,-3.892120162E-1,8.075728701E0,2.051235995E0,8.341249856E0
1.831749812E1,-2.810144068E-1,7.869256500E0,2.182479089E0,8.171131007E0
1.832754012E1,-1.151927796E-1,7.708720025E0,2.249489350E0,8.031054485E0
1.833758312E1,1.023315364E-1,7.655242560E0,2.255251197E0,7.981188405E0
1.834762512E1,2.410643291E-1,7.772547061E0,2.137284790E0,8.064650402E0
1.835766812E1,1.285516208E-1,8.175009161E0,2.048948565E0,8.428848706E0
1.836771012E1,-6.677176751E-2,8.754520857E0,2.079124583E0,8.998269441E0
1.837775312E1,-3.399977562E-1,9.271148672E0,2.010087969E0,9.492641878E0
1.838779512E1,-6.809015384E-1,9.659130142E0,2.043033521E0,9.896282533E0
1.839783813E1,-1.053555921E0,9.978362389E0,2.143323795E0,1.026019166E1
1.840788012E1,-1.427110628E0,1.003554816E1,2.009866945E0,1.033384908E1
1.841792212E1,-1.861917478E0,9.702934558E0,1.618469532E0,1.001164918E1
1.842796512E1,-2.282554185E0,9.378407072E0,1.332962855E0,9.743785856E0
1.843800712E1,-3.309340457E0,8.763720866E0,2.341505814E-1,9.370665087E0
1.844805012E1,-1.222235302E1,4.341709650E0,-1.923919774E1,2.320308354E1
1.845809212E1,-1.089511926E1,-1.991403192E0,-7.092909983E0,1.315213604E1
1.846813513E1,-4.354697485E0,-4.894761525E0,-1.215146722E0,6.663232109E0
1.847817712E1,-5.727544198E0,-6.886785107E0,-2.328507453E0,9.254972642E0
1.848822012E1,-5.105074178E0,-1.461796896E1,-1.193406774E0,1.552968186E1
1.849826212E1,-4.220750054E0,-3.102647231E1,-2.792711472E0,3.143653849E1
1.850830512E1,-2.957500627E0,-5.050106375E1,9.334909050E0,5.144166382E1
1.851834712E1,-3.616228062E-1,-5.382854578E1,1.698121239E1,5.644470467E1
1.852839012E1,-2.840580872E0,-4.225517055E1,1.501965748E1,4.493504699E1
1.853843213E1,-8.900956771E0,-2.913310646E1,8.965435188E0,3.175443199E1
1.854847512E1,-7.794363023E0,-1.970322459E1,-6.774848349E0,2.224562259E1
1.855851712E1,-3.456696431E0,-1.300079518E1,-4.003779176E0,1.403565720E1
1.856856012E1,-1.066872735E0,-7.313890881E0,-3.471690738E-1,7.399442115E0
1.857860212E1,6.898431006E-1,-3.213984064E0,-1.022186501E1,1.073741595E1
1.858864512E1,1.280746342E0,-1.608445065E0,-7.457709582E0,7.735944605E0
1.859868737E1,3.595493835E0,-8.068251282E-1,-3.649089999E0,5.185981153E0
1.860873037E1,5.163652754E0,-6.804755688E-1,-5.850010622E-1,5.241047892E0
1.861877237E1,5.174204639E0,-7.431781858E-1,1.672161151E0,5.488244745E0
1.862881537E1,2.753352986E0,-1.177686535E0,2.335143312E0,3.797471860E0
1.863885737E1,-4.686072645E-1,-2.648845409E0,1.474239625E0,3.067467561E0
1.864890038E1,-2.542065310E0,-4.481087390E0,-1.999326754E-1,5.155794150E0
1.865894237E1,-2.883776886E0,-5.937377964E0,-1.419033285E0,6.751465150E0
1.866898437E1,-1.631431932E0,-5.579145373E0,-1.671179842E0,6.048245639E0
1.867902737E1,-1.461907409E0,-4.483088307E0,-1.138782086E0,4.850987393E0
1.868906937E1,-9.559200642E-1,-3.375284185E0,-3.847994149E-2,3.508248453E0
1.869911237E1,-1.169460672E-1,-2.676971101E0,8.055013186E-1,2.797978383E0
1.870915437E1,4.420404401E-1,-2.261484913E0,1.019297158E0,2.519658798E0
1.871919738E1,7.951339129E-1,-1.961481820E0,8.307419944E-1,2.273715270E0
1.872923937E1,9.116548875E-1,-1.878897500E0,4.676936370E-1,2.140118639E0
1.873928237E1,7.835356683E-1,-1.865070589E0,1.589020322E-1,2.029203366E0
1.874932437E1,5.435846490E-1,-1.803904620E0,-9.680299401E-2,1.886511853E0
1.875936737E1,3.869105521E-1,-1.678916293E0,-3.184944744E-1,1.752112560E0
1.876940937E1,4.285725483E-1,-1.436793618E0,-5.054391682E-1,1.582251270E0
1.877945237E1,5.854317096E-1,-1.105133699E0,-6.858621700E-1,1.426344171E0
1.878949437E1,7.529148231E-1,-6.612049001E-1,-7.187982202E-1,1.233184306E0
1.879953737E1,8.528804299E-1,-2.103126526E-1,-5.749157115E-1,1.049840233E0
1.880957937E1,8.932177395E-1,2.274537653E-1,-3.357178136E-1,9.809585087E-1
1.881962237E1,7.771500702E-1,6.939013606E-1,8.484894633E-3,1.041889305E0
1.882966437E1,4.972540896E-1,1.250899522E0,3.938467751E-1,1.402542879E0
1.883970637E1,3.078050333E-1,1.830591313E0,5.538680740E-1,1.937157282E0
1.884974937E1,5.577673629E-2,2.371112605E0,5.944103650E-1,2.445119570E0
1.885979137E1,-2.593675759E-1,2.757089065E0,5.886982566E-1,2.831144166E0
1.886983437E1,-6.190798044E-1,2.907412793E0,5.288701673E-1,3.019273523E0
1.887987637E1,-9.995647050E-1,2.953575976E0,5.149678274E-1,3.160369046E0
1.888991937E1,-1.388741492E0,2.832244497E0,5.669050992E-1,3.204932638E0
1.889996137E1,-1.791141903E0,2.660755017E0,6.432761675E-1,3.271331656E0
1.891000437E1,-2.131732274E0,2.592942519E0,7.024412191E-1,3.429439759E0
1.892004637E1,-2.368649320E0,2.674376106E0,7.126685840E-1,3.642894957E0
1.893008938E1,-2.438254136E0,2.885545961E0,6.833752030E-1,3.839070251E0
1.894013137E1,-2.397407826E0,3.056588128E0,6.862333220E-1,3.944770138E0
1.895017437E1,-2.217016400E0,3.091686625E0,7.854044384E-1,3.884655459E0
1.896021637E1,-1.816568228E0,2.995400525E0,8.756521189E-1,3.610970931E0
1.897025937E1,-1.386058497E0,2.817101963E0,8.173372525E-1,3.244265989E0
1.898030137E1,-9.608866891E-1,2.546676425E0,5.992952021E-1,2.787116571E0
1.899034437E1,-5.841846447E-1,2.318763068E0,2.159493685E-1,2.400951477E0
1.900038638E1,-9.646911800E-2,2.246469263E0,-3.160583782E-1,2.270643816E0
1.901042937E1,3.531583768E-1,2.320002093E0,-8.979417050E-1,2.512653947E0
1.902047137E1,6.955561227E-1,2.428511213E0,-1.437339163E0,2.906442654E0
1.903051337E1,8.476372316E-1,2.407103387E0,-1.742208309E0,3.089971745E0
1.904055637E1,7.969029880E-1,2.080177374E0,-1.704407814E0,2.804852630E0
1.905059837E1,6.023880503E-1,1.442964769E0,-1.331714475E0,2.053894381E0
1.906064137E1,2.876574651E-1,6.186377549E-1,-8.207852825E-1,1.067308751E0
1.907068338E1,-4.391189519E-2,-1.866057014E-1,-3.339117549E-1,3.850285735E-1
1.908072637E1,-4.732544122E-1,-9.615138030E-1,-7.536761306E-2,1.074317834E0
1.909076837E1,-8.303586363E-1,-1.631270841E0,-2.350222550E-2,1.830598912E0
1.910081137E1,-1.050896827E0,-2.125075219E0,-1.059744249E-1,2.373090686E0
1.911085337E1,-1.309944998E0,-2.379917343E0,-2.655962493E-1,2.729561105E0
1.912089637E1,-1.500123349E0,-2.422485073E0,-4.621218983E-1,2.886582865E0
1.913093837E1,-1.707129985E0,-2.307019520E0,-6.557144377E-1,2.943907824E0
1.914098138E1,-1.866530931E0,-2.015249891E0,-8.433761463E-1,2.873404456E0
1.915102337E1,-1.939621712E0,-1.315646326E0,-1.132779919E0,2.603122737E0
1.916106637E1,-1.972525894E0,-3.046147925E-1,-1.274990051E0,2.368385147E0
1.917110837E1,-1.875897878E0,6.678730649E-1,-1.172062610E0,2.310579590E0
1.918115137E1,-1.528075524E0,1.407799029E0,-8.822033393E-1,2.257254006E0
1.919119337E1,-1.099593681E0,1.938312228E0,-5.667711248E-1,2.299432552E0
1.920123637E1,-8.256498735E-1,2.225242116E0,-3.718087289E-1,2.402424176E0
1.921127838E1,-5.632505894E-1,2.216934977E0,-2.879468657E-1,2.305420855E0
1.922132037E1,-3.931503352E-1,1.959476810E0,-3.405594543E-1,2.027337489E0
1.923136337E1,-2.294870614E-1,1.700929306E0,-4.486627773E-1,1.774013275E0
1.924140537E1,-1.641999020E-1,1.455839168E0,-2.878549182E-1,1.493080623E0
1.925144837E1,-5.157551184E-2,1.166050576E0,1.960600644E-1,1.183542787E0
1.926149037E1,1.489249282E-1,7.976824218E-1,7.274047369E-1,1.089767650E0
1.927153337E1,4.009130987E-1,4.630690742E-1,1.000913512E0,1.173453083E0
1.928157538E1,6.578484522E-1,3.346338129E-1,1.000255700E0,1.243083199E0
1.929161837E1,8.319567534E-1,4.981821889E-1,9.900797904E-1,1.385855521E0
1.930166037E1,9.283419639E-1,9.145980835E-1,1.038747920E0,1.666525037E0
1.931170337E1,8.969824693E-1,1.431661516E0,1.266353129E0,2.111369815E0
1.932174537E1,8.912896201E-1,1.970371926E0,1.568350123E0,2.671420001E0
1.933178837E1,9.600433744E-1,2.378829761E0,1.752650852E0,3.106814980E0
1.934183037E1,9.922286421E-1,2.653130248E0,1.877020544E0,3.398061788E0
1.935187337E1,8.019304240E-1,2.752120101E0,1.986659346E0,3.487703085E0
1.936191537E1,3.644667457E-1,2.568077819E0,2.017631462E0,3.286137004E0
1.937195837E1,-3.361042415E-1,2.234925106E0,1.275419821E0,2.595101541E0
1.938200037E1,-2.244030828E0,1.812481316E0,-7.904669577E-1,2.990919740E0
1.939204237E1,-4.746024439E0,1.274900588E0,-2.973299219E0,5.743746837E0
1.940208537E1,-6.255304527E0,1.194860977E0,-3.147526950E0,7.103763325E0
1.941212737E1,-6.125909738E0,1.286000358E0,-1.870151235E0,6.532842619E0
1.942217037E1,-4.520449969E0,7.828989065E-1,-3.150595568E0,5.565397655E0
1.943221237E1,-3.131972187E0,5.241502583E-1,-4.337690274E0,5.375829255E0
1.944225537E1,-3.009489391E0,3.678582770E-1,-3.285459259E0,4.470636268E0
1.945229737E1,-3.699901426E0,-1.045388603E-1,-2.057019476E0,4.234563503E0
1.946234037E1,-4.060346895E0,-6.445923758E-1,2.070478159E0,4.603128941E0
1.947238237E1,-3.011192685E0,-8.521123981E-1,4.609952422E0,5.571807450E0
1.948242537E1,-2.663109984E-1,-4.693916684E-1,4.457604387E0,4.490154447E0
1.949246738E1,1.360914300E0,5.227399099E-1,3.983601605E0,4.241983792E0
1.950251037E1,1.561991129E0,1.981791539E0,1.293664303E0,2.835644780E0
1.951255237E1,1.387478055E0,3.133472582E0,-1.796359958E0,3.869193052E0
1.952259537E1,9.704097569E-1,3.314677210E0,-3.109172139E0,4.647120775E0
1.953263737E1,4.671647564E-1,2.960266360E0,-4.240454001E0,5.192578354E0
1.954268037E1,3.902162755E-1,2.105077742E0,-3.251838353E0,3.893337093E0
1.955272237E1,6.971217147E-1,9.791776568E-1,-1.451490740E0,1.884567043E0
1.956276438E1,1.855911218E0,-3.665561020E-2,-7.954676427E-2,1.857976795E0
1.957280737E1,2.121830015E0,-7.323321855E-1,3.949934506E-1,2.279143011E0
1.958284937E1,1.590746128E0,-1.099268941E0,4.956520256E-1,1.996130351E0
