"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677969400969000E9,"2023-03-04 17:36:40.969 UTC-05:00"
"PAUSE",3.000593895833481E1,1.677969430976000E9,"2023-03-04 17:37:10.976 UTC-05:00"
