"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.678826996333000E9,"2023-03-14 16:49:56.333 UTC-04:00"
"PAUSE",3.061994979166775E1,1.678827026953000E9,"2023-03-14 16:50:26.953 UTC-04:00"
