"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.678829870047000E9,"2023-03-14 17:37:50.047 UTC-04:00"
"PAUSE",3.062696687499556E1,1.678829900674000E9,"2023-03-14 17:38:20.674 UTC-04:00"
