"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677954966775107E9,"2023-03-04 13:36:06.775 UTC-05:00"
"PAUSE",1.000957870832644E1,1.677954976784585E9,"2023-03-04 13:36:16.785 UTC-05:00"
