"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677953063493523E9,"2023-03-04 13:04:23.494 UTC-05:00"
"PAUSE",1.000340891664382E1,1.677953073496866E9,"2023-03-04 13:04:33.497 UTC-05:00"
