"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677969937537000E9,"2023-03-04 17:45:37.537 UTC-05:00"
"PAUSE",3.000469966666788E1,1.677969967542000E9,"2023-03-04 17:46:07.542 UTC-05:00"
