Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Action,Placement
0.00167,0.541,9.9,0.312,9.92,0.0,0.0
0.0118,0.901,9.6,0.274,9.65,0.0,0.0
0.0218,1.31,9.59,0.226,9.69,0.0,0.0
0.0319,1.12,9.78,0.122,9.85,0.0,0.0
0.042,0.677,9.54,0.0106,9.56,0.0,0.0
0.0521,1.12,9.42,-0.196,9.49,0.0,0.0
0.0621,1.54,9.32,-0.158,9.45,0.0,0.0
0.0722,1.54,9.25,-0.0277,9.38,0.0,0.0
0.0823,1.7,9.31,0.0409,9.46,0.0,0.0
0.0924,1.89,9.25,0.0695,9.44,0.0,0.0
0.102,1.91,9.03,0.136,9.23,0.0,0.0
0.113,1.86,8.79,0.174,8.98,0.0,0.0
0.123,1.87,8.6,0.235,8.8,0.0,0.0
0.133,2.04,8.49,0.289,8.74,0.0,0.0
0.143,2.28,8.39,0.292,8.7,0.0,0.0
0.153,2.51,8.26,0.243,8.64,0.0,0.0
0.163,2.56,8.06,0.256,8.46,0.0,0.0
0.173,2.4,7.92,0.37,8.29,0.0,0.0
0.183,2.33,7.97,0.56,8.32,0.0,0.0
0.193,2.24,8.28,0.846,8.62,0.0,0.0
0.203,2.23,8.91,1.26,9.27,0.0,0.0
0.213,2.1,9.76,1.79,10.1,0.0,0.0
0.223,1.96,10.7,2.34,11.2,0.0,0.0
0.233,1.82,11.7,2.97,12.2,0.0,0.0
0.244,1.64,12.5,3.51,13.1,0.0,0.0
0.254,1.34,12.9,3.87,13.6,0.0,0.0
0.264,0.91,12.8,3.98,13.4,0.0,0.0
0.274,0.586,12.2,3.8,12.8,0.0,0.0
0.284,0.376,11.6,3.52,12.1,0.0,0.0
0.294,0.349,11.0,3.22,11.5,0.0,0.0
0.304,0.436,10.5,2.96,10.9,0.0,0.0
0.314,0.561,10.0,2.78,10.4,0.0,0.0
0.324,0.635,9.71,2.69,10.1,0.0,0.0
0.334,0.581,9.58,2.66,9.96,0.0,0.0
0.344,0.534,9.6,2.69,9.98,0.0,0.0
0.354,0.561,9.66,2.61,10.0,0.0,0.0
0.365,0.741,9.7,2.38,10.0,0.0,0.0
0.375,1.06,9.73,2.17,10.0,0.0,0.0
0.385,1.46,9.77,1.92,10.1,0.0,0.0
0.395,1.96,9.72,1.56,10.0,0.0,0.0
0.405,2.44,9.57,1.26,9.95,0.0,0.0
0.415,2.8,9.48,1.08,9.94,0.0,0.0
0.425,2.91,9.52,1.06,10.0,0.0,0.0
0.435,3.06,9.76,1.15,10.3,0.0,0.0
0.445,2.91,9.96,1.37,10.5,0.0,0.0
0.455,2.53,9.85,1.74,10.3,0.0,0.0
0.465,2.22,9.86,2.07,10.3,0.0,0.0
0.475,2.04,9.78,2.45,10.3,0.0,0.0
0.485,1.8,9.46,2.74,10.0,0.0,0.0
0.496,1.64,9.28,2.67,9.79,0.0,0.0
0.506,1.64,9.0,2.73,9.55,0.0,0.0
0.516,1.22,8.76,2.89,9.31,0.0,0.0
0.526,0.389,8.62,3.14,9.18,0.0,0.0
0.536,-0.254,8.68,3.28,9.28,0.0,0.0
0.546,-0.208,8.29,3.13,8.86,0.0,0.0
0.556,0.123,7.65,2.96,8.21,0.0,0.0
0.566,0.529,7.13,2.3,7.51,0.0,0.0
0.576,1.26,6.96,1.66,7.27,0.0,0.0
0.586,2.16,6.96,1.42,7.42,0.0,0.0
0.596,3.05,7.11,1.42,7.87,0.0,0.0
0.606,3.5,7.55,1.39,8.44,0.0,0.0
0.616,3.45,8.34,1.27,9.11,0.0,0.0
0.627,2.96,8.93,1.03,9.46,0.0,0.0
0.637,2.25,9.22,0.926,9.54,0.0,0.0
0.647,1.76,9.41,0.888,9.61,0.0,0.0
0.657,1.39,10.1,0.713,10.2,0.0,0.0
0.667,0.885,10.8,0.452,10.9,0.0,0.0
0.677,0.645,11.7,0.309,11.7,0.0,0.0
0.687,0.451,12.3,0.114,12.3,0.0,0.0
0.697,0.326,12.8,-0.305,12.8,0.0,0.0
0.707,0.244,13.0,-0.795,13.0,0.0,0.0
0.717,0.0927,13.3,-1.2,13.3,0.0,0.0
0.727,0.263,13.4,-1.28,13.4,0.0,0.0
0.737,0.665,13.2,-1.03,13.2,0.0,0.0
0.747,0.867,12.8,-0.759,12.9,0.0,0.0
0.758,1.13,12.5,-0.689,12.5,0.0,0.0
0.768,1.48,12.4,-0.673,12.5,0.0,0.0
0.778,1.6,12.3,-0.6,12.4,0.0,0.0
0.788,1.75,11.9,-0.559,12.1,0.0,0.0
0.798,1.65,11.5,-0.586,11.6,0.0,0.0
0.808,1.49,11.0,-0.631,11.1,0.0,0.0
0.818,1.48,10.5,-0.955,10.7,0.0,0.0
0.828,1.49,9.92,-1.29,10.1,0.0,0.0
0.838,1.62,9.35,-1.3,9.58,0.0,0.0
0.848,1.89,8.95,-1.25,9.23,0.0,0.0
0.858,2.01,8.62,-1.23,8.94,0.0,0.0
0.868,2.14,8.44,-1.13,8.78,0.0,0.0
0.879,2.19,8.35,-0.883,8.68,0.0,0.0
0.889,2.04,8.16,-0.54,8.43,0.0,0.0
0.899,1.89,7.92,-0.0928,8.14,0.0,0.0
0.909,1.77,7.74,0.348,7.95,0.0,0.0
0.919,1.67,7.91,0.702,8.11,0.0,0.0
0.929,1.57,8.08,0.776,8.27,0.0,0.0
0.939,1.41,8.26,0.635,8.4,0.0,0.0
0.949,1.36,8.18,0.639,8.32,0.0,0.0
0.959,1.41,8.07,0.884,8.24,0.0,0.0
0.969,1.62,8.12,1.03,8.35,0.0,0.0
0.979,1.8,8.08,0.86,8.32,0.0,0.0
0.989,1.89,8.15,0.553,8.38,0.0,0.0
0.999,1.75,8.24,0.27,8.43,0.0,0.0
1.01,1.46,8.15,0.208,8.29,0.0,0.0
1.02,1.41,8.03,0.447,8.17,0.0,0.0
1.03,1.33,8.16,0.762,8.3,0.0,0.0
1.04,1.06,8.42,1.07,8.55,0.0,0.0
1.05,0.557,8.72,1.43,8.85,0.0,0.0
1.06,0.302,8.98,1.77,9.16,0.0,0.0
1.07,0.0575,9.28,2.13,9.52,0.0,0.0
1.08,-0.277,9.58,2.25,9.84,0.0,0.0
1.09,-0.432,9.72,2.1,9.95,0.0,0.0
1.1,-0.444,9.63,1.88,9.82,0.0,0.0
1.11,-0.351,9.45,1.71,9.61,0.0,0.0
1.12,-0.335,9.25,1.6,9.39,0.0,0.0
1.13,-0.398,9.25,1.34,9.35,0.0,0.0
1.14,-0.502,9.72,1.35,9.83,0.0,0.0
1.15,-0.667,10.1,1.71,10.3,0.0,0.0
1.16,-0.576,10.5,1.9,10.6,0.0,0.0
1.17,-0.324,10.7,1.82,10.8,0.0,0.0
1.18,0.29,10.8,1.52,10.9,0.0,0.0
1.19,0.57,10.4,0.984,10.4,0.0,0.0
1.2,1.02,10.1,0.45,10.1,0.0,0.0
1.21,1.59,9.83,0.0906,9.96,0.0,0.0
1.22,1.99,9.79,-0.0365,9.99,0.0,0.0
1.23,2.31,10.1,-0.00494,10.4,0.0,0.0
1.24,2.57,10.9,0.108,11.2,0.0,0.0
1.25,2.69,11.7,0.219,12.0,0.0,0.0
1.26,2.66,12.4,0.299,12.7,0.0,0.0
1.27,2.58,13.1,0.255,13.4,0.0,0.0
1.28,2.83,13.9,0.245,14.2,0.0,0.0
1.29,3.28,14.7,0.144,15.1,0.0,0.0
1.3,3.7,15.0,-0.276,15.4,0.0,0.0
1.31,3.72,14.6,-1.27,15.1,0.0,0.0
1.32,2.98,13.8,-2.51,14.4,0.0,0.0
1.33,3.04,12.7,-3.46,13.5,0.0,0.0
1.34,3.38,11.4,-4.24,12.7,0.0,0.0
1.35,3.3,10.2,-5.04,11.9,0.0,0.0
1.36,2.8,9.02,-5.22,10.8,0.0,0.0
1.37,1.9,8.17,-4.54,9.54,0.0,0.0
1.38,1.49,7.78,-3.55,8.68,0.0,0.0
1.39,1.43,7.59,-2.98,8.28,0.0,0.0
1.4,1.47,7.38,-2.44,7.91,0.0,0.0
1.41,1.72,7.28,-1.7,7.67,0.0,0.0
1.42,1.84,7.88,-0.993,8.15,0.0,0.0
1.43,1.89,9.02,-0.41,9.22,0.0,0.0
1.44,1.49,9.55,0.288,9.67,0.0,0.0
1.45,0.85,9.27,1.07,9.37,0.0,0.0
1.46,0.0882,8.35,2.06,8.6,0.0,0.0
1.47,-0.197,7.57,2.94,8.13,0.0,0.0
1.48,0.352,7.48,3.19,8.14,0.0,0.0
1.49,0.325,7.9,2.96,8.44,0.0,0.0
1.5,-0.428,8.35,2.36,8.69,0.0,0.0
1.51,-0.707,8.39,1.96,8.64,0.0,0.0
1.52,-0.927,8.88,2.02,9.15,0.0,0.0
1.53,1.17,8.21,1.9,8.51,0.0,0.0
1.54,2.54,7.65,1.63,8.23,0.0,0.0
1.55,3.18,7.52,1.28,8.27,0.0,0.0
1.56,3.93,7.82,0.817,8.79,0.0,0.0
1.57,4.18,7.93,0.496,8.98,0.0,0.0
1.58,4.99,7.9,0.294,9.35,0.0,0.0
1.59,5.7,8.21,0.478,10.0,0.0,0.0
1.6,5.0,8.27,0.731,9.69,0.0,0.0
1.61,4.44,8.0,0.968,9.2,0.0,0.0
1.62,4.02,8.15,1.28,9.18,0.0,0.0
1.63,3.58,8.06,1.34,8.92,0.0,0.0
1.64,3.1,7.94,1.21,8.61,0.0,0.0
1.65,2.57,8.29,1.18,8.76,0.0,0.0
1.66,1.87,8.79,1.3,9.08,0.0,0.0
1.67,1.09,8.91,1.48,9.1,0.0,0.0
1.68,0.52,8.95,1.38,9.07,0.0,0.0
1.69,-0.185,9.11,1.05,9.18,0.0,0.0
1.7,-0.651,9.37,0.745,9.42,0.0,0.0
1.72,-0.845,9.85,0.486,9.9,0.0,0.0
1.73,-0.946,10.6,0.449,10.7,0.0,0.0
1.74,-1.01,11.7,0.676,11.8,0.0,0.0
1.75,-1.09,13.0,0.901,13.0,0.0,0.0
1.76,-1.42,14.3,1.15,14.4,0.0,0.0
1.77,-1.72,15.3,1.15,15.4,0.0,0.0
1.78,-1.89,16.1,0.782,16.3,0.0,0.0
1.79,-2.1,16.8,0.181,16.9,0.0,0.0
1.8,-2.09,16.9,-0.403,17.0,0.0,0.0
1.81,-1.29,16.0,-0.708,16.1,0.0,0.0
1.82,-0.966,14.7,-0.75,14.8,0.0,0.0
1.83,-0.795,13.4,-0.744,13.4,0.0,0.0
1.84,-0.653,12.3,-0.767,12.3,0.0,0.0
1.85,-0.476,11.4,-0.903,11.5,0.0,0.0
1.86,-0.534,10.5,-1.08,10.6,0.0,0.0
1.87,-0.499,9.71,-1.13,9.79,0.0,0.0
1.88,-0.104,9.21,-1.21,9.29,0.0,0.0
1.89,0.1,8.62,-1.22,8.7,0.0,0.0
1.9,0.357,8.04,-1.2,8.14,0.0,0.0
1.91,0.812,7.32,-1.21,7.46,0.0,0.0
1.92,1.37,6.57,-1.08,6.8,0.0,0.0
1.93,1.65,6.08,-0.742,6.35,0.0,0.0
1.94,1.63,5.85,-0.324,6.08,0.0,0.0
1.95,1.7,5.82,0.291,6.08,0.0,0.0
1.96,2.05,6.0,1.09,6.44,0.0,0.0
1.97,2.33,6.5,1.75,7.13,0.0,0.0
1.98,1.79,7.12,2.06,7.63,0.0,0.0
1.99,0.995,7.49,1.9,7.79,0.0,0.0
2.0,0.767,7.9,1.62,8.1,0.0,0.0
2.01,0.488,8.06,1.55,8.22,0.0,0.0
2.02,0.291,8.04,1.59,8.2,0.0,0.0
2.03,0.239,8.13,1.68,8.3,0.0,0.0
2.04,0.236,8.3,1.84,8.51,0.0,0.0
2.05,0.272,8.38,2.06,8.64,0.0,0.0
2.06,0.299,8.53,2.04,8.77,0.0,0.0
2.07,0.244,8.77,1.87,8.97,0.0,0.0
2.08,0.13,9.12,1.69,9.28,0.0,0.0
2.09,0.0352,9.47,1.46,9.58,0.0,0.0
2.1,-0.00165,9.69,1.36,9.78,0.0,0.0
2.11,0.163,9.74,1.4,9.84,0.0,0.0
2.12,0.201,9.86,1.44,9.96,0.0,0.0
2.13,0.18,10.0,1.6,10.2,0.0,0.0
2.14,0.268,10.3,1.9,10.4,0.0,0.0
2.15,0.131,10.4,2.24,10.6,0.0,0.0
2.16,-0.106,10.4,2.62,10.7,0.0,0.0
2.17,-0.189,10.3,2.83,10.7,0.0,0.0
2.18,-0.27,9.98,2.73,10.3,0.0,0.0
2.19,-0.27,9.82,2.45,10.1,0.0,0.0
2.2,-0.165,9.87,2.17,10.1,0.0,0.0
2.21,-0.102,9.92,1.96,10.1,0.0,0.0
2.22,-0.0569,9.85,1.63,9.98,0.0,0.0
2.23,-0.0257,10.0,1.15,10.1,0.0,0.0
2.24,0.0967,10.7,0.67,10.7,0.0,0.0
2.25,0.182,11.7,0.437,11.7,0.0,0.0
2.26,0.311,13.2,0.488,13.2,0.0,0.0
2.27,0.488,14.8,0.556,14.8,0.0,0.0
2.28,0.815,16.0,0.381,16.0,0.0,0.0
2.29,1.83,15.8,0.135,15.9,0.0,0.0
2.3,3.49,14.5,-0.335,14.9,0.0,0.0
2.31,4.52,13.8,-1.36,14.5,0.0,0.0
2.32,4.94,13.4,-3.74,14.8,0.0,0.0
2.33,5.22,13.0,-8.44,16.3,0.0,0.0
2.34,5.1,11.6,-11.3,17.0,0.0,0.0
2.35,4.03,10.7,-8.9,14.5,0.0,0.0
2.36,3.35,10.3,-6.91,12.9,0.0,0.0
2.37,2.31,9.63,-5.38,11.3,0.0,0.0
2.38,1.59,8.81,-3.81,9.73,0.0,0.0
2.39,1.31,8.3,-2.65,8.81,0.0,0.0
2.4,1.08,8.32,-1.84,8.59,0.0,0.0
2.41,0.663,8.14,-1.31,8.27,0.0,0.0
2.42,0.336,7.71,-0.935,7.78,0.0,0.0
2.43,0.0509,7.32,-0.383,7.33,0.0,0.0
2.44,-0.312,6.96,0.329,6.97,0.0,0.0
2.45,-0.738,6.58,1.35,6.76,0.0,0.0
2.46,-1.25,5.87,2.56,6.52,0.0,0.0
2.47,-0.43,5.63,3.38,6.58,0.0,0.0
2.48,-0.182,6.43,3.36,7.26,0.0,0.0
2.49,-0.412,7.08,2.89,7.66,0.0,0.0
2.5,-0.305,7.57,2.4,7.95,0.0,0.0
2.51,0.292,7.74,1.68,7.92,0.0,0.0
2.52,1.07,7.53,1.63,7.78,0.0,0.0
2.53,1.9,7.95,2.13,8.45,0.0,0.0
2.54,3.0,8.39,2.7,9.32,0.0,0.0
2.55,3.97,8.8,2.72,10.0,0.0,0.0
2.56,4.98,9.25,2.31,10.8,0.0,0.0
2.57,5.67,9.37,1.45,11.0,0.0,0.0
2.58,5.89,9.32,0.527,11.0,0.0,0.0
2.59,5.13,9.1,-0.172,10.4,0.0,0.0
2.6,4.32,8.94,-0.0835,9.93,0.0,0.0
2.61,3.69,8.92,0.388,9.66,0.0,0.0
2.62,3.18,8.95,0.776,9.53,0.0,0.0
2.63,3.03,8.91,1.1,9.47,0.0,0.0
2.64,2.9,8.83,1.17,9.36,0.0,0.0
2.65,2.71,8.76,1.12,9.24,0.0,0.0
2.66,2.44,8.47,1.07,8.88,0.0,0.0
2.67,2.12,7.9,0.929,8.24,0.0,0.0
2.68,1.7,7.59,0.731,7.81,0.0,0.0
2.69,1.17,7.7,0.592,7.81,0.0,0.0
2.7,0.655,8.29,0.466,8.33,0.0,0.0
2.71,0.374,9.26,0.374,9.28,0.0,0.0
2.72,0.098,10.5,0.463,10.5,0.0,0.0
2.73,-0.16,12.0,0.632,12.0,0.0,0.0
2.74,-0.384,13.4,0.835,13.4,0.0,0.0
2.75,-0.656,14.3,0.955,14.4,0.0,0.0
2.76,-0.638,15.2,1.04,15.2,0.0,0.0
2.77,-0.179,15.6,0.909,15.7,0.0,0.0
2.78,0.502,15.4,0.452,15.5,0.0,0.0
2.79,0.857,14.9,0.047,14.9,0.0,0.0
2.8,0.954,14.3,-0.299,14.4,0.0,0.0
2.81,0.893,13.8,-0.419,13.8,0.0,0.0
2.82,1.03,13.5,-0.43,13.5,0.0,0.0
2.83,1.19,13.0,-0.481,13.1,0.0,0.0
2.84,1.22,12.4,-0.74,12.5,0.0,0.0
2.85,1.16,11.7,-0.919,11.8,0.0,0.0
2.86,1.24,11.2,-0.941,11.3,0.0,0.0
2.87,1.3,10.6,-1.01,10.8,0.0,0.0
2.88,1.25,9.92,-0.987,10.0,0.0,0.0
2.89,1.27,8.99,-0.855,9.12,0.0,0.0
2.9,1.72,8.02,-1.01,8.27,0.0,0.0
2.91,1.89,7.32,-1.27,7.67,0.0,0.0
2.92,1.36,7.08,-1.09,7.29,0.0,0.0
2.93,1.05,6.98,-0.607,7.08,0.0,0.0
2.94,0.94,6.79,-0.276,6.86,0.0,0.0
2.95,0.705,6.84,-0.14,6.87,0.0,0.0
2.96,0.574,7.12,0.0187,7.15,0.0,0.0
2.97,0.547,7.44,0.309,7.46,0.0,0.0
2.98,0.809,7.71,0.676,7.79,0.0,0.0
3.0,1.33,7.84,0.884,8.0,0.0,0.0
3.01,1.49,7.8,0.889,7.99,0.0,0.0
3.02,1.47,8.02,0.617,8.18,0.0,0.0
3.03,1.18,8.46,0.192,8.55,0.0,0.0
3.04,0.903,8.71,0.0166,8.75,0.0,0.0
3.05,0.832,8.97,0.0516,9.01,0.0,0.0
3.06,0.737,8.8,0.172,8.83,0.0,0.0
3.07,0.642,8.64,0.307,8.67,0.0,0.0
3.08,0.783,8.64,0.248,8.68,0.0,0.0
3.09,0.864,8.6,0.178,8.65,0.0,0.0
3.1,0.587,8.45,0.391,8.47,0.0,0.0
3.11,0.437,8.24,0.834,8.3,0.0,0.0
3.12,0.363,8.1,1.31,8.22,0.0,0.0
3.13,0.363,7.98,1.74,8.18,0.0,0.0
3.14,0.354,7.99,2.07,8.26,0.0,0.0
3.15,0.523,8.07,2.26,8.39,0.0,0.0
3.16,0.425,8.05,2.23,8.36,0.0,0.0
3.17,0.125,8.18,2.15,8.46,0.0,0.0
3.18,0.25,8.41,2.07,8.66,0.0,0.0
3.19,0.532,8.62,1.92,8.85,0.0,0.0
3.2,0.872,8.86,1.53,9.03,0.0,0.0
3.21,1.11,8.75,0.881,8.86,0.0,0.0
3.22,1.3,8.45,0.313,8.56,0.0,0.0
3.23,1.53,8.21,-0.0257,8.35,0.0,0.0
3.24,1.63,8.35,-0.16,8.51,0.0,0.0
3.25,1.8,9.05,-0.0979,9.23,0.0,0.0
3.26,2.3,10.2,0.166,10.5,0.0,0.0
3.27,2.83,11.7,0.229,12.1,0.0,0.0
3.28,3.53,13.0,0.0481,13.5,0.0,0.0
3.29,4.17,14.0,-0.248,14.6,0.0,0.0
3.3,5.08,14.8,-0.957,15.7,0.0,0.0
3.31,6.33,15.5,-2.51,16.9,0.0,0.0
3.32,7.95,15.7,-4.2,18.1,0.0,0.0
3.33,9.18,16.3,-4.56,19.2,0.0,0.0
3.34,7.25,16.7,-3.56,18.6,0.0,0.0
3.35,5.17,16.5,-3.0,17.5,0.0,0.0
3.36,5.84,15.6,-3.07,17.0,0.0,0.0
3.37,5.05,14.4,-3.62,15.7,0.0,0.0
3.38,4.16,12.9,-4.44,14.3,0.0,0.0
3.39,3.31,11.3,-4.51,12.7,0.0,0.0
3.4,2.81,10.0,-3.63,11.0,0.0,0.0
3.41,2.6,9.04,-2.87,9.83,0.0,0.0
3.42,2.4,8.13,-2.53,8.84,0.0,0.0
3.43,1.95,7.45,-2.19,8.0,0.0,0.0
3.44,1.67,6.98,-1.54,7.34,0.0,0.0
3.45,1.34,6.94,-0.872,7.12,0.0,0.0
3.46,0.961,7.31,-0.323,7.38,0.0,0.0
3.47,0.574,7.59,0.322,7.62,0.0,0.0
3.48,0.25,7.39,1.39,7.52,0.0,0.0
3.49,0.225,7.18,2.67,7.67,0.0,0.0
3.5,0.198,7.04,3.83,8.02,0.0,0.0
3.51,0.417,6.88,4.41,8.18,0.0,0.0
3.52,0.986,6.81,4.1,8.01,0.0,0.0
3.53,1.55,6.87,3.4,7.82,0.0,0.0
3.54,2.0,6.83,2.8,7.65,0.0,0.0
3.55,2.17,6.82,2.45,7.56,0.0,0.0
3.56,2.21,6.85,2.34,7.57,0.0,0.0
3.57,2.25,7.16,2.06,7.78,0.0,0.0
3.58,2.4,7.52,1.48,8.03,0.0,0.0
3.59,3.03,7.54,1.3,8.23,0.0,0.0
3.6,3.46,7.73,1.65,8.63,0.0,0.0
3.61,3.76,7.47,2.18,8.64,0.0,0.0
3.62,3.82,7.13,2.63,8.5,0.0,0.0
3.63,3.74,7.35,2.72,8.69,0.0,0.0
3.64,3.92,7.51,2.73,8.9,0.0,0.0
3.65,4.5,7.58,2.76,9.24,0.0,0.0
3.66,5.11,7.86,2.6,9.73,0.0,0.0
3.67,5.76,7.94,2.12,10.0,0.0,0.0
3.68,6.1,7.85,1.76,10.1,0.0,0.0
3.69,5.34,7.57,1.62,9.4,0.0,0.0
3.7,4.47,7.34,1.65,8.76,0.0,0.0
3.71,3.73,7.34,1.59,8.38,0.0,0.0
3.72,3.02,7.5,1.55,8.23,0.0,0.0
3.73,2.68,7.84,1.51,8.42,0.0,0.0
3.74,2.4,8.32,1.37,8.77,0.0,0.0
3.75,2.16,8.73,1.29,9.08,0.0,0.0
3.76,1.97,9.08,1.36,9.39,0.0,0.0
3.77,1.82,9.45,1.46,9.73,0.0,0.0
3.78,1.94,9.98,1.6,10.3,0.0,0.0
3.79,2.19,10.5,1.61,10.8,0.0,0.0
3.8,2.4,10.9,1.52,11.3,0.0,0.0
3.81,2.57,11.5,1.37,11.9,0.0,0.0
3.82,2.72,12.4,1.33,12.8,0.0,0.0
3.83,2.93,13.7,1.49,14.1,0.0,0.0
3.84,3.18,15.4,1.89,15.8,0.0,0.0
3.85,3.44,17.1,2.08,17.6,0.0,0.0
3.86,3.48,17.7,1.05,18.1,0.0,0.0
3.87,3.23,17.0,-0.809,17.3,0.0,0.0
3.88,2.62,15.5,-2.61,15.9,0.0,0.0
3.89,1.8,13.7,-3.34,14.2,0.0,0.0
3.9,1.69,12.1,-3.09,12.6,0.0,0.0
3.91,1.59,10.6,-2.5,11.0,0.0,0.0
3.92,1.46,9.75,-2.08,10.1,0.0,0.0
3.93,1.46,8.98,-1.93,9.3,0.0,0.0
3.94,1.69,8.12,-1.62,8.45,0.0,0.0
3.95,2.18,7.38,-1.21,7.79,0.0,0.0
3.96,2.73,6.77,-0.765,7.34,0.0,0.0
3.97,3.2,6.32,-0.496,7.1,0.0,0.0
3.98,3.65,5.88,-0.27,6.93,0.0,0.0
3.99,3.9,5.6,-0.265,6.83,0.0,0.0
4.0,4.14,5.72,-0.166,7.07,0.0,0.0
4.01,4.44,5.77,0.251,7.29,0.0,0.0
4.02,4.68,5.81,0.563,7.48,0.0,0.0
4.03,5.05,6.2,0.528,8.01,0.0,0.0
4.04,4.4,7.15,0.284,8.4,0.0,0.0
4.05,2.69,8.24,0.178,8.67,0.0,0.0
4.06,2.18,8.95,0.511,9.23,0.0,0.0
4.07,1.91,9.0,1.23,9.28,0.0,0.0
4.08,2.16,8.81,1.81,9.25,0.0,0.0
4.09,2.1,8.62,1.74,9.04,0.0,0.0
4.1,1.88,8.42,1.3,8.73,0.0,0.0
4.11,1.69,8.36,0.935,8.58,0.0,0.0
4.12,1.54,8.45,0.853,8.63,0.0,0.0
4.13,1.44,8.56,0.906,8.72,0.0,0.0
4.14,1.6,8.67,0.982,8.87,0.0,0.0
4.15,1.77,8.71,1.06,8.95,0.0,0.0
4.16,1.85,8.9,1.12,9.16,0.0,0.0
4.17,1.57,9.0,1.21,9.22,0.0,0.0
4.18,1.26,9.02,1.28,9.2,0.0,0.0
4.19,0.982,9.11,1.37,9.27,0.0,0.0
4.2,0.817,9.28,1.49,9.44,0.0,0.0
4.21,0.411,9.48,1.75,9.64,0.0,0.0
4.22,0.243,9.95,2.06,10.2,0.0,0.0
4.23,0.531,10.6,2.27,10.8,0.0,0.0
4.24,1.21,10.8,2.17,11.1,0.0,0.0
4.25,1.79,10.4,1.61,10.7,0.0,0.0
4.26,2.38,9.74,0.989,10.1,0.0,0.0
4.28,2.98,9.42,0.432,9.89,0.0,0.0
4.29,3.35,9.75,0.116,10.3,0.0,0.0
4.3,3.66,10.7,0.299,11.3,0.0,0.0
4.31,3.8,11.7,0.768,12.3,0.0,0.0
4.32,3.76,12.6,1.21,13.2,0.0,0.0
4.33,3.95,13.2,1.3,13.9,0.0,0.0
4.34,4.53,13.8,0.933,14.5,0.0,0.0
4.35,4.97,14.6,0.386,15.4,0.0,0.0
4.36,5.77,15.4,-0.494,16.5,0.0,0.0
4.37,7.42,15.3,-1.91,17.1,0.0,0.0
4.38,8.31,15.6,-3.95,18.1,0.0,0.0
4.39,7.98,15.0,-5.41,17.9,0.0,0.0
4.4,6.47,13.7,-5.22,16.0,0.0,0.0
4.41,6.12,12.1,-4.56,14.3,0.0,0.0
4.42,5.65,10.1,-4.53,12.4,0.0,0.0
4.43,4.39,8.74,-4.57,10.8,0.0,0.0
4.44,3.25,7.93,-3.97,9.45,0.0,0.0
4.45,2.55,7.05,-3.01,8.08,0.0,0.0
4.46,2.13,6.32,-2.1,6.99,0.0,0.0
4.47,1.88,5.91,-1.61,6.41,0.0,0.0
4.48,1.53,6.19,-1.4,6.53,0.0,0.0
4.49,0.829,7.07,-1.13,7.2,0.0,0.0
4.5,0.494,6.91,-0.572,6.95,0.0,0.0
4.51,0.279,6.38,-0.0253,6.38,0.0,0.0
4.52,0.0518,6.07,0.691,6.11,0.0,0.0
4.53,-0.0481,5.78,1.82,6.06,0.0,0.0
4.54,-0.121,5.48,3.1,6.3,0.0,0.0
4.55,-0.306,5.27,4.14,6.71,0.0,0.0
4.56,0.00494,5.41,4.55,7.07,0.0,0.0
4.57,1.52,6.11,3.92,7.41,0.0,0.0
4.58,2.5,6.32,3.24,7.53,0.0,0.0
4.59,3.28,6.54,2.95,7.89,0.0,0.0
4.6,3.77,7.04,2.75,8.44,0.0,0.0
4.61,3.87,7.63,2.49,8.91,0.0,0.0
4.62,4.26,8.19,2.15,9.48,0.0,0.0
4.63,4.93,8.72,1.93,10.2,0.0,0.0
4.64,5.45,8.95,1.64,10.6,0.0,0.0
4.65,5.82,8.79,1.32,10.6,0.0,0.0
4.66,5.79,8.55,0.821,10.4,0.0,0.0
4.67,5.6,8.37,0.313,10.1,0.0,0.0
4.68,5.74,8.46,0.0485,10.2,0.0,0.0
4.69,6.03,8.76,0.0012,10.6,0.0,0.0
4.7,6.07,8.91,-0.00554,10.8,0.0,0.0
4.71,5.97,8.92,-0.0458,10.7,0.0,0.0
4.72,6.19,8.86,-0.094,10.8,0.0,0.0
4.73,5.68,8.66,-0.269,10.4,0.0,0.0
4.74,4.41,8.37,-0.232,9.47,0.0,0.0
4.75,3.37,8.4,-0.054,9.05,0.0,0.0
4.76,2.69,8.84,-0.0883,9.24,0.0,0.0
4.77,1.96,9.33,-0.263,9.54,0.0,0.0
4.78,1.5,9.8,-0.399,9.92,0.0,0.0
4.79,1.2,10.5,-0.428,10.5,0.0,0.0
4.8,1.2,11.6,-0.162,11.6,0.0,0.0
4.81,1.52,12.9,0.305,13.0,0.0,0.0
4.82,1.68,14.6,0.891,14.8,0.0,0.0
4.83,1.6,16.4,1.54,16.5,0.0,0.0
4.84,1.22,18.0,1.94,18.1,0.0,0.0
4.85,0.38,19.0,1.7,19.1,0.0,0.0
4.86,-0.718,19.1,0.683,19.1,0.0,0.0
4.87,-1.93,18.4,-0.672,18.5,0.0,0.0
4.88,-2.94,17.3,-1.62,17.6,0.0,0.0
4.89,-2.94,15.6,-2.09,16.0,0.0,0.0
4.9,-0.824,14.0,-2.26,14.2,0.0,0.0
4.91,0.356,12.9,-2.31,13.1,0.0,0.0
