"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677969259646563E9,"2023-03-04 17:34:19.647 UTC-05:00"
"PAUSE",1.000449620827567E1,1.677969269650912E9,"2023-03-04 17:34:29.651 UTC-05:00"
