"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.678827390842000E9,"2023-03-14 16:56:30.842 UTC-04:00"
"PAUSE",3.062173474999872E1,1.678827421464000E9,"2023-03-14 16:57:01.464 UTC-04:00"
