"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677967900776710E9,"2023-03-04 17:11:40.777 UTC-05:00"
"PAUSE",1.000554670835845E1,1.677967910782131E9,"2023-03-04 17:11:50.782 UTC-05:00"
