"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.677953415167094E9,"2023-03-04 13:10:15.167 UTC-05:00"
"PAUSE",1.000413375010248E1,1.677953425171161E9,"2023-03-04 13:10:25.171 UTC-05:00"
